Date,Gains,Multi Day Gains,SMA Gains,Stoch RSI,Single Day Volume,Buy,Stoch Avg,SMA Gains Avg,Buys Avg
4/30/2004,-0.01,-0.02,-0.01,0,-0.3,1,0.52,0,0.167
5/3/2004,0.01,0,0,0,-0.31,0,0.42,0,0.167
5/4/2004,0,0.01,0,0.4,0.52,0,0.37,0,0
5/5/2004,0.01,0.01,0.01,0.4,-0.33,-1,0.32,0,0
5/6/2004,-0.01,0,0,0.6,0.6,0,0.28,0,0
5/7/2004,-0.02,-0.03,-0.01,0.4,0.11,0,0.3,0,0
5/10/2004,-0.01,-0.03,-0.01,0,0.24,1,0.3,0,0
5/11/2004,0.01,0,-0.01,0,-0.36,0,0.3,0,-0.167
5/12/2004,0.01,0.01,0,0.2,0.88,-1,0.27,0,0
5/13/2004,0,0,0.01,0.4,-0.37,0,0.27,0,0
5/14/2004,0,0,0,0.3,-0.06,0,0.22,0,0.167
5/17/2004,-0.01,-0.01,0,0.4,0.02,1,0.22,0,0
5/18/2004,0.01,0,0,0.3,-0.45,0,0.27,0,0
5/19/2004,0,0,0,0.5,0.82,0,0.35,0,0.167
5/20/2004,0,0,0,0.4,-0.31,0,0.38,0,0.167
5/21/2004,0,0,0,0.5,0.25,0,0.4,0,0.167
5/24/2004,0,0.01,0,0.6,-0.14,0,0.45,0,-0.167
5/25/2004,0.01,0.02,0,0.8,0.19,-1,0.52,0,-0.167
5/26/2004,0,0.02,0,1,-0.26,0,0.63,0,-0.167
5/27/2004,0.01,0.01,0.01,1,0.26,0,0.72,0,-0.167
5/28/2004,0,0.01,0,1,-0.48,0,0.82,0,-0.167
6/1/2004,0,0,0,1,0.76,0,0.9,0,-0.167
6/2/2004,0,0,0,1,-0.03,0,0.97,0,0.167
6/3/2004,-0.01,-0.01,0,1,-0.03,1,1,0,0.167
6/4/2004,0.01,0,0,0.7,-0.15,0,0.95,0,0
6/7/2004,0.02,0.02,0.01,0.9,-0.03,-1,0.93,0,0
6/8/2004,0,0.02,0.01,1,0.04,0,0.93,0,0
6/9/2004,-0.01,-0.01,0,1,0.12,0,0.93,0,0
6/10/2004,0,0,0,0.7,-0.41,0,0.88,0,-0.167
6/14/2004,-0.01,-0.01,-0.01,0.8,0.6,0,0.85,0,-0.167
6/15/2004,0.01,0,0,0.4,0.08,0,0.8,0,0
6/16/2004,0,0.01,0,0.4,-0.29,0,0.72,0,0
6/17/2004,0,0,0,0.4,0.07,0,0.62,0,0
6/18/2004,0,0,0,0.3,0.12,0,0.5,0,0.167
6/21/2004,0,0,0,0.2,-0.2,1,0.42,0,0.167
6/22/2004,0.01,0,0,0,0.48,0,0.28,0,0
6/23/2004,0.01,0.01,0.01,0.3,-0.05,-1,0.27,0,0
6/24/2004,0,0.01,0.01,0.6,-0.01,0,0.3,0,0
6/25/2004,0,-0.01,0,0.4,-0.07,0,0.3,0,0.167
6/28/2004,0,-0.01,0,0.2,0.24,1,0.28,0,0
6/29/2004,0,0,0,0,-0.3,0,0.25,0,-0.167
6/30/2004,0.01,0.01,0,0.3,0.84,-1,0.3,0,0
7/1/2004,-0.01,-0.01,0,0.7,0.11,0,0.37,0,0
7/2/2004,0,-0.01,0,0,-0.4,0,0.27,0,0
7/6/2004,-0.01,-0.01,-0.01,0,0.12,0,0.2,0,-0.167
7/7/2004,0,-0.01,0,0,-0.23,0,0.17,0,-0.167
7/8/2004,-0.01,0,-0.01,0.1,0.52,0,0.18,0,0
7/9/2004,0,0,0,0,-0.39,0,0.13,0,0
7/12/2004,0,0,0,0.1,0.3,0,0.03,0,0
7/13/2004,0,0,0,0.1,-0.25,0,0.05,0,0
7/14/2004,0,0,0,0.2,1.02,0,0.08,0,0
7/15/2004,-0.01,-0.01,0,0.1,-0.29,0,0.1,0,0
7/16/2004,0,-0.01,0,0,0.06,0,0.08,0,0.167
7/19/2004,0,-0.01,0,0,-0.03,1,0.08,0,0
7/20/2004,0.01,0.01,0,0,0.18,-1,0.07,0,0
7/21/2004,-0.02,-0.01,0,0.5,0.2,0,0.13,0,0
7/22/2004,0,-0.02,0,0.1,0.29,0,0.12,0,0
7/23/2004,-0.01,-0.01,-0.01,0.3,-0.32,0,0.15,0,0.167
7/26/2004,0,-0.01,0,0,0,1,0.15,0,0
7/27/2004,0.01,0.01,0,0,0.03,0,0.15,0,0.167
7/28/2004,0,0.01,0,0.6,0.28,0,0.25,0,0.167
7/29/2004,0,0.01,0,0.8,-0.21,0,0.3,0,0.167
7/30/2004,0,0.01,0,1,-0.2,0,0.45,0,0
8/2/2004,0,0,0,1,-0.08,-1,0.57,0,-0.167
8/3/2004,-0.01,-0.01,0,1,0.07,0,0.73,0,-0.167
8/4/2004,0,-0.01,0,0.7,0,0,0.85,0,-0.167
8/5/2004,-0.02,-0.02,-0.01,0.7,0.25,0,0.87,0,0
8/6/2004,-0.01,-0.03,-0.01,0.1,0.47,1,0.75,0,0
8/9/2004,0,-0.01,-0.01,0,-0.5,0,0.58,-0.01,0.167
8/10/2004,0.01,0.01,0,0.1,0.49,0,0.43,-0.01,0
8/11/2004,0,0.01,0,0.5,-0.05,-1,0.35,-0.01,0
8/12/2004,-0.01,-0.01,0,0.5,-0.06,0,0.32,-0.01,0.167
8/13/2004,0,-0.01,0,0.3,-0.17,1,0.25,0,0
8/16/2004,0.01,0.01,0,0.3,0.1,0,0.28,0,0
8/17/2004,0.01,0.02,0.01,0.7,-0.11,0,0.4,0,-0.167
8/18/2004,0.01,0.02,0.01,0.9,0.06,-1,0.53,0,0
8/19/2004,0,0.01,0.01,1,-0.08,0,0.62,0.01,0
8/20/2004,0.01,0,0.01,0.9,0.13,0,0.68,0.01,-0.167
8/23/2004,0,0,0,1,-0.25,0,0.8,0.01,-0.167
8/24/2004,0,0,0,0.9,-0.1,0,0.9,0.01,-0.167
8/25/2004,0.01,0.01,0,1,0.27,0,0.95,0.01,0
8/26/2004,0,0.01,0,1,-0.31,0,0.97,0,0
8/27/2004,0,0,0,1,-0.06,0,0.97,0,0.167
8/30/2004,-0.01,-0.01,0,1,0.07,1,0.98,0,0.167
8/31/2004,0.01,0,0,0.7,0.65,0,0.93,0,0.167
9/1/2004,0,0.01,0,0.9,0.2,0,0.93,0,0
9/2/2004,0.01,0.01,0.01,0.9,-0.19,-1,0.92,0,0
9/3/2004,0,0.01,0,1,-0.29,0,0.92,0,0
9/7/2004,0.01,0,0.01,0.8,0.23,0,0.88,0,-0.167
9/8/2004,0,0,0,1,-0.12,0,0.88,0,0
9/9/2004,0,0,0,0.8,0.04,1,0.9,0,0
9/10/2004,0.01,0,0,0.7,-0.19,0,0.87,0,0.167
9/13/2004,0,0.01,0,1,0.59,0,0.88,0,0
9/14/2004,0,0.01,0,1,-0.37,-1,0.88,0,0
9/15/2004,-0.01,-0.01,0,1,0.37,0,0.92,0,0
9/16/2004,0,0,0,0.4,-0.38,0,0.82,0,-0.167
9/17/2004,0,0.01,0,0.6,0.41,0,0.78,0,-0.167
9/20/2004,-0.01,0,0,0.6,0.1,0,0.77,0,-0.167
9/21/2004,0,0,0,0,0.1,0,0.6,0,0
9/22/2004,-0.01,-0.01,-0.01,0.3,0.2,0,0.48,0,0.167
9/23/2004,-0.01,-0.02,-0.01,0,-0.1,1,0.32,0,0
9/24/2004,0,0,-0.01,0,-0.21,-1,0.25,-0.01,0
9/27/2004,-0.01,0,-0.01,0.2,0.13,0,0.18,-0.01,0
9/28/2004,0,0,0,0,0.06,0,0.08,-0.01,0
9/29/2004,0.01,0.01,0,0.2,-0.2,0,0.12,-0.01,0.167
9/30/2004,0,0,0,0.3,0.31,1,0.12,-0.01,0
10/1/2004,0.02,0.02,0.01,0.3,0.44,0,0.17,0,0.167
10/4/2004,0,0.02,0.01,0.8,-0.47,0,0.3,0,0.167
10/5/2004,0,0,0.01,1,0.12,0,0.43,0.01,0
10/6/2004,0.01,0.01,0,1,0.15,-1,0.6,0.01,0
10/7/2004,-0.01,0,0,1,-0.07,0,0.73,0.01,-0.167
10/8/2004,-0.01,-0.02,0,0.6,0.32,0,0.78,0.01,-0.167
10/11/2004,0,0,-0.01,0.3,-0.61,0,0.78,0,-0.167
10/12/2004,0,0,0,0.4,1.06,0,0.72,0,-0.167
10/13/2004,-0.01,-0.01,0,0.3,0.3,0,0.6,0,0.167
10/14/2004,-0.01,-0.02,-0.01,0.1,0.18,1,0.45,0,0.167
10/15/2004,0.01,0,0,0,-0.01,0,0.28,0,0
10/18/2004,0,0.01,0,0.2,-0.31,-1,0.22,0,0
10/19/2004,-0.01,0,0,0.3,0.28,0,0.22,0,0
10/20/2004,0,-0.01,0,0.1,0.02,0,0.17,0,0
10/21/2004,0.01,0,0,0,-0.07,0,0.12,0,-0.167
10/22/2004,-0.01,0,0,0.2,-0.08,0,0.13,0,0
10/25/2004,0,-0.01,0,0,-0.1,1,0.13,0,0.167
10/26/2004,0.02,0.01,0,0,0.24,0,0.1,0,0
10/27/2004,0.01,0.03,0.01,0.6,0.36,-1,0.15,0,0
10/28/2004,0,0.02,0.01,1,-0.26,0,0.3,0,0
10/29/2004,0,0,0,1,-0.1,0,0.47,0,0
11/1/2004,0,0,0,1,-0.25,0,0.6,0,-0.167
11/2/2004,0,0,0,1,0.53,0,0.77,0,-0.167
11/3/2004,0.01,0.01,0,1,0.37,0,0.93,0,0
11/4/2004,0.01,0.03,0.01,1,-0.28,0,1,0,0
11/5/2004,0.01,0.02,0.01,1,0.14,0,1,0,0
11/8/2004,0,0,0.01,1,-0.46,0,1,0.01,0
11/9/2004,0,0,0,1,0.32,0,1,0.01,0.167
11/10/2004,0,0,0,0.9,0.01,1,0.98,0.01,0.167
11/11/2004,0.01,0.01,0,0.9,-0.16,0,0.97,0.01,0.167
11/12/2004,0.01,0.02,0.01,1,0.47,0,0.97,0.01,0
11/15/2004,0,0.01,0.01,1,-0.36,-1,0.97,0.01,0
11/16/2004,-0.01,0,0,1,0.13,0,0.97,0,0
11/17/2004,0.01,0,0,0.6,0.36,0,0.9,0,-0.167
11/18/2004,0,0.01,0,0.7,-0.42,0,0.87,0,0
11/19/2004,-0.01,-0.01,0,0.7,0.7,1,0.83,0,0
11/22/2004,0,-0.01,0,0.1,-0.31,0,0.68,0,0.167
11/23/2004,0,0.01,0,0.2,0.12,0,0.55,0,0
11/24/2004,0,0,0,0.2,-0.29,-1,0.42,0,0
11/26/2004,0,0,0,0.3,-0.48,0,0.37,0,0
11/29/2004,0,-0.01,0,0.3,2.97,0,0.3,0,0
11/30/2004,0,0,0,0,-0.13,1,0.18,0,0
12/1/2004,0.01,0.01,0,0,-0.07,0,0.17,0,-0.167
12/2/2004,0,0.01,0,0.5,0.21,-1,0.22,0,0
12/3/2004,0,0,0,0.5,-0.18,0,0.27,0,0
12/6/2004,0,0,0,0.4,-0.33,0,0.28,0,0.167
12/7/2004,-0.01,-0.01,0,0.6,0.58,1,0.33,0,0
12/8/2004,0.01,0,0,0,-0.16,0,0.33,0,0
12/9/2004,0,0.01,0,0.3,0.39,0,0.38,0,0.167
12/10/2004,0,0,0,0.6,-0.21,0,0.4,0,0
12/13/2004,0.01,0.01,0,0.6,-0.19,-1,0.42,0,0
12/14/2004,0,0.01,0,1,0.08,0,0.52,0,-0.167
12/15/2004,0,0,0,1,0.13,0,0.58,0,-0.167
12/16/2004,0,0,0,1,0.11,0,0.75,0,0
12/17/2004,-0.01,-0.01,0,1,0.37,1,0.87,0,0
12/20/2004,0,-0.01,0,0.1,-0.33,0,0.78,0,0.167
12/21/2004,0.01,0.01,0,0.1,-0.3,0,0.7,0,0.167
12/22/2004,0,0.01,0,0.4,-0.05,0,0.6,0,0
12/23/2004,0,0,0,0.5,-0.19,-1,0.52,0,0.167
12/27/2004,0,0,0,0.6,0.17,1,0.45,0,0
12/28/2004,0.01,0,0,0.4,-0.22,0,0.35,0,-0.167
12/29/2004,0,0.01,0,0.7,-0.03,-1,0.45,0,-0.167
12/30/2004,0,0,0,0.7,-0.07,0,0.55,0,-0.167
12/31/2004,0,0,0,0.5,0.36,0,0.57,0,0
1/3/2005,0,-0.01,0,0.3,0.95,0,0.53,0,-0.167
1/4/2005,-0.01,-0.02,0,0,0.24,0,0.43,0,0
1/5/2005,-0.01,-0.02,-0.01,0,-0.05,1,0.37,0,0.167
1/6/2005,0.01,0,0,0,-0.27,0,0.25,0,0.167
1/7/2005,0,0,0,0.2,0.17,0,0.17,0,0
1/10/2005,0,0,0,0.1,0.01,-1,0.1,0,0
1/11/2005,-0.01,0,0,0.3,0.12,0,0.1,0,0
1/12/2005,0,0,0,0.1,0.15,0,0.12,0,0
1/13/2005,-0.01,0,-0.01,0.2,-0.24,1,0.15,0,0
1/14/2005,0.01,0,0,0,-0.24,0,0.15,0,-0.167
1/18/2005,0.01,0.02,0,0.2,0.37,-1,0.15,0,0
1/19/2005,-0.01,0,0,0.5,-0.05,0,0.22,0,0
1/20/2005,-0.01,-0.02,0,0.3,0.32,0,0.22,0,0
1/21/2005,-0.01,-0.01,-0.01,0.1,-0.12,0,0.22,0,0
1/24/2005,0,-0.01,-0.01,0,-0.07,1,0.18,0,0
1/25/2005,0,0,0,0,0.17,0,0.18,0,0.167
1/26/2005,0,0.01,0,0.2,-0.16,0,0.18,0,0.167
1/27/2005,0,0,0,0.3,-0.02,0,0.15,0,0
1/28/2005,0,0,0,0.4,0.09,-1,0.17,0,0
1/31/2005,0.01,0.01,0,0.4,-0.14,0,0.22,0,-0.167
2/1/2005,0.01,0.01,0.01,0.8,-0.05,0,0.35,0,-0.167
2/2/2005,0,0.01,0.01,1,0.05,0,0.52,0,-0.167
2/3/2005,0,0,0,1,-0.07,0,0.65,0,-0.167
2/4/2005,0.01,0.01,0,0.9,0.02,0,0.75,0,0
2/7/2005,0,0.01,0,1,-0.09,0,0.85,0,0
2/8/2005,0,0,0,1,-0.14,0,0.95,0,0.167
2/9/2005,-0.01,-0.01,0,1,0.41,1,0.98,0,0.167
2/10/2005,0,0,0,0.7,-0.17,0,0.93,0,0.167
2/11/2005,0.01,0.01,0,0.8,0.16,0,0.9,0,0.167
2/14/2005,0,0.01,0,1,-0.39,0,0.92,0,0
2/15/2005,0,0,0,1,0.35,-1,0.92,0,0
2/16/2005,0,0,0,1,0.27,0,0.92,0,-0.167
2/17/2005,-0.01,-0.01,0,1,0.05,0,0.92,0,-0.167
2/18/2005,0,-0.01,0,0.4,-0.18,0,0.87,0,0
2/22/2005,-0.01,-0.01,-0.01,0.3,0.69,1,0.78,0,0
2/23/2005,0.01,-0.01,0,0,-0.15,0,0.62,0,0.167
2/24/2005,0.01,0.01,0,0.3,0,0,0.5,0,0
2/25/2005,0.01,0.02,0.01,0.5,-0.11,-1,0.42,0,0.167
2/28/2005,-0.01,0,0,0.8,0.14,1,0.38,0,0.167
3/1/2005,0,0,0,0.6,-0.32,0,0.42,0,0
3/2/2005,0,0,0,0.7,0.36,0,0.48,0,-0.167
3/3/2005,0,0,0,0.7,-0.05,-1,0.6,0,-0.167
3/4/2005,0.01,0.01,0,0.7,-0.08,0,0.67,0,-0.167
3/7/2005,0,0.01,0,1,-0.23,-1,0.75,0,-0.333
3/8/2005,0,0,0,1,0.02,0,0.78,0,-0.333
3/9/2005,-0.01,-0.01,0,0.8,0.65,0,0.82,0,-0.333
3/10/2005,0,-0.01,0,0.4,-0.11,0,0.77,0,-0.167
3/11/2005,-0.01,0,-0.01,0.5,-0.11,0,0.73,0,-0.167
3/14/2005,0.01,0,0,0.2,-0.37,0,0.65,0,0
3/15/2005,-0.01,0,0,0.3,0.72,0,0.53,0,0
3/16/2005,-0.01,-0.02,0,0,0.2,0,0.37,0,0
3/17/2005,0,-0.01,-0.01,0,-0.16,0,0.23,0,0
3/18/2005,0,0,0,0.1,-0.04,0,0.18,0,0
3/21/2005,0,-0.01,0,0,0.02,0,0.1,0,0
3/22/2005,-0.01,-0.01,0,0,0.51,0,0.07,0,0
3/23/2005,0,-0.01,0,0,-0.23,0,0.02,0,0
3/24/2005,0,0,0,0,-0.27,0,0.02,0,0
3/28/2005,0,0,0,0.1,-0.1,0,0.03,0,0.167
3/29/2005,-0.01,-0.01,0,0.1,0.52,1,0.03,0,0
3/30/2005,0.01,0.01,0,0,-0.13,-1,0.03,0,0
3/31/2005,0,0.01,0,0.6,0.04,0,0.13,0,0.167
4/1/2005,0,-0.01,0,0.5,0.48,1,0.22,0,0.167
4/4/2005,0,0,0,0.4,-0.25,0,0.28,0,0.167
4/5/2005,0,0.01,0,0.7,-0.35,0,0.38,0,0
4/6/2005,0,0.01,0,1,0.14,0,0.53,0,0
4/7/2005,0.01,0.01,0,1,-0.12,-1,0.7,0,0.167
4/8/2005,-0.01,-0.01,0,1,0.36,1,0.77,0,0
4/11/2005,0,-0.01,0,0.6,-0.3,0,0.78,0,-0.167
4/12/2005,0.01,0.01,0,0.7,0.92,-1,0.83,0,-0.167
4/13/2005,-0.01,-0.01,0,0.9,-0.23,0,0.87,0,-0.167
4/14/2005,-0.01,-0.02,0,0.5,0.46,0,0.78,0,0.167
4/15/2005,-0.01,-0.03,-0.01,0.1,0.34,1,0.63,0,0
4/18/2005,0,-0.01,-0.01,0,-0.22,0,0.47,0,-0.167
4/19/2005,0.01,0.01,0,0.1,-0.35,-1,0.38,0,0.167
4/20/2005,-0.01,-0.01,0,0.4,0.66,1,0.33,0,0
4/21/2005,0.02,0.01,0.01,0.1,-0.19,-1,0.2,0,0
4/22/2005,0,0.02,0,0.6,0.02,0,0.22,0,-0.167
4/25/2005,0.01,0,0.01,0.6,-0.41,0,0.3,0,0
4/26/2005,-0.01,0,0,0.7,0.39,1,0.42,0,0
4/27/2005,0,-0.01,0,0.5,0.16,-1,0.48,0,0
4/28/2005,-0.01,-0.01,-0.01,0.7,-0.14,1,0.53,0,0.167
4/29/2005,0.01,0,0,0.5,0.43,0,0.6,0,0.167
5/2/2005,0.01,0.02,0,0.8,-0.46,0,0.63,0,0.167
5/3/2005,0,0.01,0.01,1,0.53,0,0.7,0,0
5/4/2005,0.01,0.01,0.01,1,-0.06,0,0.75,0,0
5/5/2005,0,0.01,0,1,0.2,-1,0.83,0,0
5/6/2005,0,0,0,1,-0.3,1,0.88,0,-0.167
5/9/2005,0.01,0,0,0.9,-0.35,-1,0.95,0,0
5/10/2005,-0.01,0,0,1,0.71,1,0.98,0,-0.167
5/11/2005,0.01,0,0,0.6,0.23,-1,0.92,0,-0.167
5/12/2005,-0.01,-0.01,0,0.8,0.04,0,0.88,0,0.167
5/13/2005,0,-0.01,0,0.4,-0.1,1,0.78,0,0
5/16/2005,0.01,0.01,0,0.4,-0.42,0,0.68,0,0.167
5/17/2005,0.01,0.02,0.01,0.7,0.24,0,0.65,0,0
5/18/2005,0.01,0.02,0.01,0.9,0.28,0,0.63,0,0
5/19/2005,0,0.01,0.01,1,-0.21,-1,0.7,0.01,0.167
5/20/2005,0,0,0,1,-0.25,1,0.73,0.01,-0.167
5/23/2005,0.01,0,0,0.9,0.1,-1,0.82,0.01,-0.167
5/24/2005,0,0,0,1,-0.01,0,0.92,0.01,0
5/25/2005,0,0,0,0.9,-0.06,1,0.95,0,0
5/26/2005,0.01,0,0,0.9,-0.09,0,0.95,0,0
5/27/2005,0,0.01,0,1,-0.43,-1,0.95,0,0
5/31/2005,-0.01,0,0,1,0.76,1,0.95,0,0.167
6/1/2005,0.01,0,0,0.7,0.6,0,0.92,0,0
6/2/2005,0,0.01,0,1,-0.43,-1,0.92,0,-0.167
6/3/2005,-0.01,0,0,1,0.54,0,0.93,0,-0.167
6/6/2005,0,-0.01,0,0.7,-0.41,0,0.9,0,0
6/7/2005,0,0,0,0.5,0.84,0,0.82,0,0
6/8/2005,0,0,0,0.2,-0.3,1,0.68,0,0
6/9/2005,0,0,0,0,0.21,0,0.57,0,0.167
6/10/2005,0,0,0,0.5,-0.36,0,0.48,0,0.167
6/13/2005,0,0,0,0.1,0.35,0,0.33,0,0.167
6/14/2005,0,0.01,0,0.5,-0.31,0,0.3,0,0.167
6/15/2005,0,0,0,0.7,0.57,0,0.33,0,0
6/16/2005,0,0,0,1,-0.12,0,0.47,0,-0.167
6/17/2005,0,0.01,0,1,0.11,-1,0.63,0,-0.167
6/20/2005,0,0,0,1,-0.2,0,0.72,0,-0.167
6/21/2005,0,0,0,1,-0.03,0,0.87,0,0
6/22/2005,0,0,0,1,0.16,1,0.95,0,0
6/23/2005,-0.01,-0.01,0,1,0.34,0,1,0,-0.167
6/24/2005,-0.01,-0.02,-0.01,0,-0.06,-1,0.83,0,0.167
6/27/2005,0,-0.01,-0.01,0,-0.18,1,0.67,0,0
6/28/2005,0.01,0.01,0,0.1,-0.15,-1,0.52,0,0
6/29/2005,0,0.01,0,0.4,0.03,0,0.42,0,0
6/30/2005,-0.01,-0.01,0,0.3,0.47,1,0.3,0,0
7/1/2005,0,0,0,0.1,-0.2,0,0.15,0,0
7/5/2005,0.01,0.01,0,0.2,0.04,-1,0.18,0,0
7/6/2005,-0.01,0,0,0.5,0.02,1,0.27,0,0.167
7/7/2005,0,0,0,0.2,0.97,0,0.28,0,0.167
7/8/2005,0.01,0.02,0,0.4,-0.38,0,0.28,0,0
7/11/2005,0.01,0.02,0.01,0.7,-0.23,0,0.35,0,0
7/12/2005,0,0.01,0.01,0.8,0.04,0,0.47,0,0.167
7/13/2005,0,0,0,0.9,-0.21,0,0.58,0,0
7/14/2005,0,0.01,0,1,0.55,0,0.67,0,-0.167
7/15/2005,0,0,0,1,-0.12,-1,0.8,0,0
7/18/2005,0,0,0,1,0.01,1,0.9,0,0
7/19/2005,0.01,0,0,0.8,0.05,0,0.92,0,-0.167
7/20/2005,0,0.01,0,0.9,0.17,-1,0.93,0,-0.167
7/21/2005,-0.01,0,0,1,0.46,0,0.95,0,-0.167
7/22/2005,0.01,0,0,0.7,-0.48,0,0.9,0,0.167
7/25/2005,0,0,0,0.9,0.09,1,0.88,0,0
7/26/2005,0,0,0,0.7,-0.25,0,0.83,0,0
7/27/2005,0,0,0,0.7,0.01,0,0.82,0,0
7/28/2005,0.01,0.01,0,0.8,0.11,-1,0.8,0,0
7/29/2005,-0.01,0,0,1,0.3,0,0.8,0,0.167
8/1/2005,0,-0.01,0,0.1,-0.35,1,0.7,0,0
8/2/2005,0.01,0.01,0,0,0.12,0,0.55,0,-0.167
8/3/2005,0,0.01,0,0.5,-0.18,-1,0.52,0,-0.167
8/4/2005,-0.01,-0.01,0,0.7,0.38,0,0.52,0,0
8/5/2005,-0.01,-0.01,-0.01,0,0.05,0,0.38,0,0.167
8/8/2005,0,-0.01,-0.01,0,-0.11,1,0.22,0,0
8/9/2005,0.01,0,0,0,-0.01,0,0.2,0,0
8/10/2005,0,0.01,0,0.3,0.54,0,0.25,0,0
8/11/2005,0,0,0,0.2,-0.2,-1,0.2,0,0.167
8/12/2005,-0.01,0,0,0.4,-0.06,1,0.15,0,0
8/15/2005,0.01,0,0,0.1,-0.34,-1,0.17,0,-0.167
8/16/2005,-0.01,-0.01,0,0.3,0.99,0,0.22,0,-0.167
8/17/2005,0,-0.01,0,0,-0.13,0,0.22,0,-0.167
8/18/2005,0,0,0,0,-0.14,0,0.17,0,0
8/19/2005,0,0,0,0,-0.25,0,0.13,0,-0.167
8/22/2005,0,0,0,0.1,0.75,0,0.08,0,0
8/23/2005,0,0,0,0.1,-0.21,0,0.08,0,0
8/24/2005,-0.01,-0.01,0,0,0.43,0,0.03,0,0
8/25/2005,0,-0.01,0,0,-0.55,0,0.03,0,0.167
8/26/2005,-0.01,0,-0.01,0.2,0.74,1,0.07,0,0
8/29/2005,0.01,0,0,0,-0.09,-1,0.07,0,0.167
8/30/2005,-0.01,0,0,0.4,0.32,1,0.12,0,0
8/31/2005,0.01,0.01,0,0.2,0.39,-1,0.13,0,0.167
9/1/2005,0,0.01,0,0.8,-0.28,1,0.27,0,0.167
9/2/2005,0,0,0,0.7,-0.36,0,0.38,0,0
9/6/2005,0.01,0.01,0,0.9,0.2,0,0.5,0,0
9/7/2005,0,0.01,0,1,-0.27,-1,0.67,0,0
9/8/2005,0,0,0,1,-0.06,1,0.77,0,0
9/9/2005,0.01,0.01,0,0.9,0.1,-1,0.88,0,-0.167
9/12/2005,0,0.01,0,1,-0.23,0,0.92,0,-0.167
9/13/2005,-0.01,-0.01,0,0.9,0.77,0,0.95,0,0
9/14/2005,0,-0.01,0,0.7,-0.01,1,0.92,0,0.167
9/15/2005,0,0,0,0.6,0.27,0,0.85,0,-0.167
9/16/2005,0.01,0.01,0,0.6,0.03,-1,0.78,0,0
9/19/2005,0,0,0,0.6,-0.29,0,0.73,0,0
9/20/2005,-0.01,-0.01,0,0.5,0.58,0,0.65,0,0.167
9/21/2005,-0.01,-0.02,-0.01,0,0.12,1,0.5,0,0
9/22/2005,0,-0.01,-0.01,0,-0.1,0,0.38,0,0
9/23/2005,0,0,0,0.1,-0.3,0,0.3,0,0.167
9/26/2005,0,0,0,0.2,0.19,0,0.23,0,0.167
9/27/2005,0,0,0,0.2,-0.06,0,0.17,0,0.167
9/28/2005,0,0,0,0.2,-0.11,0,0.12,0,0
9/29/2005,0.01,0.01,0,0.3,0.14,0,0.17,0,-0.167
9/30/2005,0,0.01,0,0.6,-0.28,-1,0.27,0,-0.167
10/3/2005,0,0,0,1,0.07,0,0.42,0,-0.167
10/4/2005,-0.01,-0.01,0,0.8,0.19,0,0.52,0,-0.167
10/5/2005,-0.01,-0.02,-0.01,0.2,0.74,0,0.52,0,-0.167
10/6/2005,0,-0.02,-0.01,0,0.33,0,0.48,0,-0.167
10/7/2005,0,0,0,0,-0.46,0,0.43,0,0
10/10/2005,-0.01,-0.01,0,0.2,-0.3,0,0.37,0,0
10/11/2005,0,-0.01,0,0,0.44,0,0.2,0,0
10/12/2005,-0.01,-0.01,-0.01,0,0.33,0,0.07,-0.01,0.167
10/13/2005,0,-0.01,0,0,-0.01,1,0.03,0,0.167
10/14/2005,0.01,0.01,0,0,-0.11,0,0.03,0,0
10/17/2005,0,0.01,0,0.4,-0.23,-1,0.1,0,0.167
10/18/2005,-0.01,-0.01,0,0.5,0.1,1,0.15,0,0
10/19/2005,0.02,0.01,0,0.3,0.55,-1,0.2,0,0.167
10/20/2005,-0.02,0,0,0.7,0.13,1,0.32,0,0
10/21/2005,0,-0.01,0,0.5,-0.27,0,0.4,0,-0.167
10/24/2005,0.02,0.02,0,0.7,-0.26,-1,0.52,0,0
10/25/2005,0,0.01,0.01,1,0.07,0,0.62,0,-0.167
10/26/2005,0,0,0.01,1,0.06,0,0.7,0,0.167
10/27/2005,-0.01,-0.01,0,0.9,-0.18,1,0.8,0,-0.167
10/28/2005,0.01,0,0,0.7,0.09,-1,0.8,0,-0.167
10/31/2005,0,0.02,0,1,0.07,0,0.88,0,0
11/1/2005,0,0.01,0,1,-0.15,0,0.93,0,0
11/2/2005,0.01,0.01,0,1,0.12,0,0.93,0,0
11/3/2005,0,0.01,0,1,0.15,0,0.93,0,-0.167
11/4/2005,0,0,0,1,-0.3,0,0.95,0,0
11/7/2005,0,0,0,1,-0.21,0,1,0,0
11/8/2005,0,0,0,1,-0.1,0,1,0,0
11/9/2005,0,0,0,1,0.37,0,1,0,0
11/10/2005,0.01,0.01,0,1,0.37,0,1,0,0
11/11/2005,0,0.01,0,1,-0.56,0,1,0,0
11/14/2005,0,0,0,1,0.29,0,1,0,0
11/15/2005,0,0,0,1,0.54,0,1,0,0.167
11/16/2005,0,0,0,0.8,-0.27,1,0.97,0,0
11/17/2005,0.01,0.01,0,0.8,0.09,-1,0.93,0,0
11/18/2005,0,0.01,0,1,0.3,0,0.93,0,0
11/21/2005,0.01,0.01,0.01,1,-0.31,0,0.93,0,0
11/22/2005,0,0.01,0,1,0.33,0,0.93,0,0
