date,last,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,a1,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,B16,B17,b18,b19,b20,b21,b22,B23,B24,C1,C2,c3c4,c5,c6,c7,c8,c9,d1,d2,d3,d4,d5,d6,d7,d8,d9,e1,e2,e3,e4,e5,e6,e7,e8,f1,f2,f3,f4,f5,f6,f7,f8,f9,g1,g2,g3,g4,g5,Gains,buys
6/17/2011,127.05,1.158441628,-0.015003610,0.004224974,-0.071428571,0.000000000,-0.333333333,0.264090356,-0.090107124,0.190556483,-0.147596058,-0.013293423,0.326454016,Fake,-0.010184117,0.004147127,-0.059960270,0.000131142,-0.041281797,Hold,0.120154250,0.274997482,0.264090356,-0.006134981,-0.110071758,0.004224974,-0.002982365,0.140041767,-0.003554935,-0.002422328,0.029369206,-0.002436613,0.029886733,-0.000612620,0.000000000,-0.989041586,-0.002848393,-0.010869000,0.000000000,0.029886733,0.056330281,0.070588409,-0.005459099,-0.003554935,0.001061796,-0.005776264,-0.113972166,-0.003554935,0.048106464,0.125000000,0.023629485,0.000208343,1.001904778,0.781467407,-0.244856294,0.251065268,-0.010827196,-0.200000000,-0.318076847,0.666666667,-0.017123078,-0.019991026,0.175861006,-0.261784958,#VALUE!,-0.063302050,-0.035975215,Hold,-0.003554935,-0.003009691,-0.200001091,0.000052423,-0.122596950,0.129003308,-1.179901697,-0.256089969,-0.233841126,-0.000451956,-0.019517985,Hold,0.032808420,Buy,-0.001963865,0
6/20/2011,127.70,-0.884477381,0.018272356,0.004228723,-0.076923077,0.000000000,-0.500000000,-0.468789455,-0.189750531,-0.142667903,-0.025505611,-0.009385735,-0.196949233,Fake,-0.033265923,0.055950429,-0.280063198,-0.000339749,-0.147598885,Hold,0.022329387,-0.076079384,-0.468789455,-0.046269785,-0.411742104,0.004228723,-0.001904883,0.129413828,-0.003976295,-0.001433075,-0.020982937,-0.001319395,-0.019987713,0.003146011,0.000000000,134.440218838,-0.001701751,-0.061643164,0.000000000,-0.019987713,0.540366307,0.026902056,-0.005636731,-0.003976295,-0.000039291,-0.005240589,0.226385739,-0.003976295,0.020318584,-0.111111111,-0.279778249,-0.000176643,-0.464090205,-0.837821115,0.221665722,-0.456583741,0.028458576,0.250000000,0.218117987,-0.400000000,-0.071928232,-0.074031945,-0.139296468,0.471759708,#VALUE!,-0.282925879,-0.030444391,Hold,-0.003976295,-0.001398659,0.053030343,0.001677084,-0.485804705,0.103067743,-0.433926776,-0.041008462,-0.046665505,0.002536048,0.093775671,Hold,-0.082591412,Buy,0.005116049,-1
6/21/2011,129.45,-1.031248210,0.026428441,0.004268623,-0.083333333,0.000000000,-1.000000000,-0.453237388,0.122344477,-0.191842462,0.235077500,0.018687568,-0.520826988,Green,-0.012811686,0.211372170,-0.147467603,-0.000262845,-1.188526448,Hold,-0.066768152,-0.338373822,-0.453237388,-0.066390735,-0.467438057,0.004268623,0.000286505,-0.516913222,-0.001341812,0.000566374,-0.116025466,0.000917243,-0.113973061,-0.002894638,-0.019863571,-0.019346420,0.000651973,-0.164946097,0.000000000,-0.113973061,0.158275401,-0.046761234,-0.005403609,-0.001341812,0.011392630,0.036996041,0.110198382,-0.001341812,-0.036660453,-0.125000000,-0.017948583,-0.000113490,-0.934312951,-1.910730112,0.219762595,-0.452656303,0.074499793,0.200000000,0.482093000,-0.666666667,-0.087945904,-0.088860995,-0.635432540,0.299104536,#VALUE!,-0.148611541,0.077034382,Buy,-0.001341812,0.001779731,0.438849956,0.012164798,-0.275137691,-0.656166148,-2.998699182,0.098905665,0.105804921,0.012550238,0.204916737,Hold,-0.438636117,Buy,0.013703994,0
6/22/2011,128.67,33.002400160,-0.027522445,0.004224868,-0.090909091,-0.090909091,#DIV/0!,-0.232455804,-0.069190434,-0.183424050,0.000000000,-0.017466064,0.102722860,Fade,-0.017335165,-0.048551379,-0.233183156,-0.000134373,1.437932401,Hold,0.015573472,0.244677730,-0.232455804,-0.156183579,-0.514385450,0.004224868,-0.000572309,-0.535786887,-0.001698951,-0.000315775,-0.069941556,-0.000129574,-0.068780581,0.002314677,-0.006200900,-0.435238544,0.000020058,-0.153638044,0.000000000,-0.068780581,-0.316098112,-0.016942337,-0.005340920,-0.001698951,0.003690025,-0.004969116,-0.065650467,-0.001698951,-0.056867090,0.000000000,-0.069190434,0.000037420,11.655053857,3.535321589,-0.164820512,-0.224746239,-0.030903291,0.000000000,0.000000000,0.000000000,-0.101555531,-0.102689507,0.070090163,0.042365993,#VALUE!,-0.234485940,0.074910821,Hold,-0.001698951,0.000387673,-0.389999000,0.000439385,-0.413988225,0.265806865,-0.809708075,-0.188575130,-0.182468022,-0.001181371,-0.058997801,Hold,0.144140379,Hold,-0.006025485,0
6/23/2011,128.30,2.323531084,0.044519141,0.004194996,0.400000000,0.400000000,#DIV/0!,-0.577148571,-0.141656282,0.086268256,0.000000000,0.040215328,-0.186480788,Green,-0.009544092,-0.029315716,-0.160051473,-0.000066649,-2.441027496,Hold,-0.127977877,-0.523984817,-0.577148571,-0.186883434,-0.343100206,0.004194996,-0.000883336,0.660054635,-0.001179052,-0.000656375,-0.047725852,-0.000541166,-0.047109690,-0.004637152,-0.008065721,0.975209544,-0.000137435,-0.150470257,-0.001029117,-0.047109690,0.061524677,-0.005259604,-0.005341357,-0.001179052,-0.013815763,0.007140039,0.082780267,-0.001179052,-0.055782088,0.000000000,-0.141656282,-0.000380813,1.664989960,-2.955785933,-0.373341576,-0.572626430,-0.015126534,0.000000000,0.000000000,0.000000000,-0.055733153,-0.057221160,-0.379908987,0.087826957,#VALUE!,-0.161041816,0.042960951,Hold,-0.001179052,-0.000146890,1.032780274,-0.010179007,-0.296149165,-0.300231831,15.439693599,0.429936581,0.496278393,-0.008356891,-0.029256790,Hold,-0.083846680,Hold,-0.002875534,1
6/24/2011,126.81,-0.041306602,-0.031242413,0.004128956,-0.071428571,-0.071428571,#DIV/0!,1.905456830,0.230395450,-0.011088235,0.000000000,0.004306464,0.112607074,Fake,0.001434061,-0.210682469,0.060444946,0.000046354,0.509979697,Hold,-0.018281541,0.675342934,1.905456830,-0.152350295,-0.221479226,0.004128956,-0.002408984,-0.483997821,-0.001241694,-0.002111081,0.044863052,-0.002196912,0.043756573,0.000082607,-0.002224563,-0.932662162,-0.001529875,-0.056449150,0.000000000,0.043756573,0.055923634,0.049082694,-0.005633616,-0.001241694,0.000627858,-0.001043246,-0.154183179,-0.001241694,-0.069754209,0.000000000,0.230395450,0.000291088,0.354790225,0.128455987,-0.403007820,1.907258908,-0.061851588,0.000000000,0.000000000,0.000000000,-0.146001358,-0.148041312,0.288731660,-0.109218972,#VALUE!,0.059128198,-0.046802354,Hold,-0.001241694,-0.002427180,-0.294356926,-0.003471427,0.121752540,0.063136212,0.469853260,-0.187177240,-0.175124859,-0.005513976,-0.112596380,Hold,0.700809472,Hold,-0.011613445,0
6/27/2011,127.94,0.778469439,0.013924163,0.004148620,-0.076923077,-0.076923077,#DIV/0!,-0.776746981,0.083000089,-0.111746988,0.037175191,0.005705470,-0.931807050,Fake,-0.002106522,0.240313445,-0.032825578,-0.000330034,-0.521860812,Hold,-0.073526793,0.062854659,-0.776746981,-0.172285688,-0.234467495,0.004148620,-0.000851280,-0.149217521,-0.000568660,-0.000661678,-0.047090759,-0.000551513,-0.046499891,0.003561985,-0.001076451,14.453744943,-0.000189013,-0.151699316,0.000000000,-0.046499891,0.369400921,-0.007362558,-0.005623821,-0.000568660,0.000313714,0.009536767,0.131011921,-0.000568660,-0.066030956,-0.142857143,-0.071714209,-0.000354070,-0.336637183,-0.526058984,0.504231215,-0.775808197,0.050000179,0.166666667,0.210037723,-2.000000000,-0.226377269,-0.228044112,-0.978129165,0.157155096,#VALUE!,-0.033375572,-0.023194277,Hold,-0.000568660,-0.000133788,0.022858390,0.003169193,-0.065637214,-0.542313930,-0.017212690,-0.316322397,-0.308500578,0.004600779,0.137274358,Hold,-0.366722524,Buy,0.008911001,0
6/28/2011,129.61,-0.235291563,0.028870886,0.004185408,-0.083333333,-0.166666667,#DIV/0!,-1.437518229,0.000000000,-0.223785656,0.105991098,0.000983534,-13.623349756,Fade,0.005121806,0.242746535,0.098112796,-0.000208181,-3.523989230,Hold,-0.181451805,-0.245252679,-1.437518229,0.022490995,0.100766808,0.004185408,0.001146149,-1.712938361,0.000663812,0.001159073,-0.157645092,0.001482781,-0.155316955,0.001362125,0.000000000,-0.242464702,0.001627034,-0.339854471,0.000000000,-0.155316955,-0.224853706,-0.074415793,-0.005234759,0.000663812,0.011095061,0.017312896,0.141207628,0.000663812,-0.165151458,0.000000000,0.000000000,-0.000040391,-0.453993551,-1.211959247,0.328563343,-1.434204735,0.070375002,0.000000000,0.105991098,0.000000000,-0.285154721,-0.286620656,-37.477538477,0.052211234,#VALUE!,0.098841737,0.065939294,Hold,0.000663812,0.002714974,-0.055861081,0.011749082,0.207453162,-2.171569737,-0.377645321,0.032347221,0.032548020,0.012075575,0.155135802,Hold,-0.839199273,Hold,0.013052986,0
6/29/2011,130.72,0.714927374,0.028878983,0.004203659,-0.090909091,-1.400000000,13.000000000,13.856661921,-0.109011968,0.228369178,0.009895609,-0.014926019,-0.025912334,Squat,0.009534578,0.078240160,0.177116378,0.000121010,0.836749691,Sell,-0.320707438,-0.032965836,13.856661921,0.450292939,1.078430153,0.004203659,0.002296424,0.373573866,0.000735843,0.002153848,-0.242871007,0.002553898,-0.239015045,-0.000802687,0.007696452,-0.388345244,0.002690722,-0.609241657,0.000000000,-0.239015045,-0.352215786,-0.119035050,-0.004635907,0.000735843,0.010314032,0.000925909,0.032047214,0.000735843,-0.186654356,-0.166666667,-0.257509973,-0.000021411,-1.072159034,-2.968648370,0.364927505,14.066238194,0.043700784,0.142857143,0.154166410,2.000000000,-0.585031009,-0.585216384,-0.075334063,0.213156704,#VALUE!,0.177982551,0.123058335,Hold,0.000735843,0.004225928,-0.218941031,0.009728753,0.387642890,0.100846030,-0.057106767,-0.430654580,-0.429151486,0.009436860,0.078158087,Hold,-0.482206411,Sell,0.008564154,0
6/30/2011,131.97,0.124010637,0.027074885,0.004226091,-0.100000000,0.250000000,0.000000000,0.368589710,0.000000000,-0.169817376,0.138387405,-0.007552071,1.223019269,Fake,0.019659143,0.014139624,0.296647071,-0.000260801,0.079469928,Sell,-0.573892815,-0.879107631,0.368589710,0.347673844,1.256165857,0.004226091,0.003467042,1.727064479,0.002434284,0.003155457,-0.388919855,0.003620353,-0.381311002,-0.000036592,0.009547087,0.412834076,0.003882591,-1.828035882,0.000000000,-0.381311002,0.236962269,-0.178425604,-0.003826482,0.002434284,0.008942286,0.023803868,0.049773624,0.002434284,-0.166561279,0.000000000,0.000000000,0.000052992,12.340098589,0.035234279,0.244407436,0.367517998,0.047152015,0.000000000,0.138387405,0.000000000,-1.501606354,-1.501653140,1.540758420,0.049025993,#VALUE!,0.299803478,0.136100884,Hold,0.002434284,0.005714318,0.113632507,0.009149463,0.689489082,2.357291798,0.390652257,-1.159932473,-1.160791755,0.009252877,0.074052229,Hold,-0.208681449,Sell,0.009562423,0
7/1/2011,133.92,-0.099767676,0.028255261,0.004270488,-0.111111111,0.200000000,0.000000000,0.077280255,0.000000000,-0.150541085,0.034882299,0.030151726,0.397370084,Fake,0.029767365,0.014604967,0.355104260,-0.000443320,0.107474975,Sell,-1.551084648,-2.522302637,0.077280255,0.106646741,0.922182527,0.004270488,0.005270793,0.812606384,0.003456401,0.004736551,-0.832209914,0.005327915,-0.806250295,-0.001795293,0.014525746,0.913578733,0.005560327,2.898531259,0.000000000,-0.806250295,0.741522715,-0.300622716,-0.002686434,0.003456401,0.011373597,0.013981414,0.070399137,0.003456401,-0.468739689,0.000000000,0.000000000,-0.000457383,0.753580399,-1.039826498,0.177991298,0.063785014,0.070244844,0.000000000,0.034882299,0.000000000,3.362474527,3.368407791,0.588922277,0.012085403,#VALUE!,0.359788043,0.134211635,Hold,0.003456401,0.008069352,0.578251085,0.012510768,0.849023523,0.422225627,-0.490613828,1.123420780,1.107381946,0.013078221,0.092403674,Hold,-0.350859772,Sell,0.014776063,0
7/5/2011,133.81,0.664932504,0.005797226,0.004248836,-0.125000000,0.000000000,-0.071428571,0.476090062,-0.421966513,-0.106381884,0.000000000,-0.042101414,-0.128990721,Fade,0.019767715,-0.059194056,0.176800065,0.000169229,-0.176355884,Sell,2.379250684,1.974472796,0.476090062,0.035501304,0.615259330,0.004248836,0.004571970,-0.146795962,0.002486455,0.003972785,-3.788987494,0.004377819,-3.192692327,0.003943010,0.000000000,-0.851965592,0.004959884,0.608184191,0.000000000,-3.192692327,-0.637255455,-0.363648749,-0.001714120,0.002486455,0.005980126,-0.013338238,-0.044365843,0.002486455,-0.874097324,0.000000000,-0.421966513,0.000011883,-0.485756561,75.091786703,-0.123884645,0.502818309,-0.003702457,0.000000000,0.000000000,0.000000000,0.558109633,0.560993792,-0.077066535,0.171228317,#VALUE!,0.179726126,0.095579521,Hold,0.002486455,0.006728300,-0.702585811,0.003701841,0.391753732,-0.287179496,-1.330390613,-0.478060236,-0.479783637,0.002566882,-0.007643105,Hold,0.611083952,Sell,-0.000821386,0
7/6/2011,133.97,0.008612840,0.015342611,0.004235919,-0.142857143,0.333333333,0.076923077,-0.017673488,0.000000000,-0.606049458,-0.012257712,-0.025726505,0.320704057,Fake,0.012593512,-0.031053028,0.077314874,0.000120972,-0.245032355,Sell,0.686330816,1.036928055,-0.017673488,0.031546843,0.276946107,0.004235919,0.004245386,0.281687580,0.003839209,0.003592989,1.109487343,0.003888719,1.193532002,-0.000829131,0.000298233,1.169382319,0.004771041,0.316226176,0.000000000,1.193532002,0.728160484,-0.513866619,-0.000834722,0.003839209,-0.000822526,0.019324863,0.020258679,0.003839209,-7.589299706,0.000000000,0.000000000,0.000025268,0.572317504,1.398881779,0.122139889,-0.019834189,0.005405507,0.000000000,-0.012257712,0.000000000,0.192091583,0.194404958,0.337973500,-0.002902378,#VALUE!,0.081450911,0.074172021,Hold,0.003839209,0.005997117,0.492744234,-0.000149517,0.169536073,0.575916510,0.914980217,2.801621210,2.785150658,0.000186894,0.007036940,Hold,-0.416765008,Sell,0.001195748,-1
7/7/2011,135.36,0.254658505,0.004580178,0.004261816,-0.166666667,0.125000000,0.000000000,0.245877135,0.145833299,-1.156527377,0.016660961,0.007360081,0.025658169,Squat,0.016574385,0.015490783,0.100322019,0.000112888,0.077620496,Sell,0.333736436,0.344692724,0.245877135,0.011607214,0.282781315,0.004261816,0.005295655,0.260640398,0.004435345,0.004518363,0.633312074,0.004883088,0.654005868,0.000810273,0.011629626,-0.179471538,0.005657930,0.256409521,0.000000000,0.654005868,-0.330605718,-1.270989894,0.000226390,0.004435345,0.012460251,0.008153060,-0.013762453,0.004435345,1.278825800,-0.200000000,-0.083333361,-0.000059435,0.410754889,0.300193016,0.129449911,0.248328684,0.046706986,0.125000000,0.143743581,0.666666667,0.256725182,0.260096947,-0.005944729,0.049328805,#VALUE!,0.105202327,0.054723045,Hold,0.004435345,0.007289025,0.679611028,0.011764124,0.221472184,0.157160402,0.950087813,-0.136762544,-0.142548346,0.011416510,0.058163397,Hold,0.671924538,Sell,0.010375457,0
7/8/2011,134.40,-0.327351337,0.000771564,0.004213632,-0.200000000,0.000000000,-0.071428571,-0.193742646,0.079274865,2.325176302,0.058883956,0.017635081,0.242936848,Green,0.004242168,-0.061089481,0.001638019,-0.000404635,-0.316501692,Hold,0.187982548,0.175430620,-0.193742646,0.010927824,0.061365327,0.004213632,0.003650468,-0.165767248,0.004026775,0.002925019,0.194022539,0.003037323,0.200490122,-0.003284230,0.000000000,1.855608398,0.004071721,0.109051594,0.000000000,0.200490122,1.109908308,3.081952069,0.000923905,0.004026775,-0.006763257,-0.005138477,-0.005193277,0.004026775,0.284993566,0.250000000,0.349093581,0.000001210,-0.495815662,0.036884926,-0.130505331,-0.197846502,-0.030818842,-0.111111111,-0.058769817,-0.400000000,0.228400438,0.230768558,0.216740150,-0.079435072,#VALUE!,0.005671389,0.076536653,Hold,0.004026775,0.004675168,0.138732113,-0.006872959,0.011374943,-0.086295829,-0.243306937,3.274364680,3.308216511,-0.006927796,-0.069006822,Hold,2.823583219,Sell,-0.007092250,0
7/11/2011,131.97,-0.558417184,-0.018158773,0.004120088,-0.250000000,0.000000000,-0.076923077,-0.623879832,0.379152981,-1.139108163,-0.049265760,0.050299500,-0.263767635,Squat,-0.004248163,-0.115946016,-0.050038780,0.000264316,-0.650382842,Hold,0.046517431,-0.224798653,-0.623879832,-0.011196987,-0.104372965,0.004120088,0.000601671,-0.299007485,0.002329987,0.000071216,-0.092625193,-0.000184676,-0.088995335,-0.000581595,0.000000000,-0.715431394,0.001076448,-0.025203132,0.000000000,-0.088995335,-0.235592810,0.068096548,0.000985909,0.002329987,-0.014548848,-0.023078285,-0.114778397,0.002329987,0.187009461,0.200000000,0.654983577,0.000199532,-0.901523817,0.009795696,-0.151499201,-0.628964500,-0.080490010,-0.125000000,-0.168107540,-0.666666667,0.153009042,0.154948015,-0.228501014,-0.206329228,#VALUE!,-0.047825382,0.033249084,Hold,0.002329987,0.000164611,0.390856456,-0.015726147,-0.093363497,-0.422003422,-0.541051158,0.054054535,0.043379137,-0.016314741,-0.158325695,Hold,1.869221071,Sell,-0.018080306,1
7/12/2011,131.40,-0.066668083,-0.032297860,0.004085460,-0.333333333,0.000000000,-0.083333333,0.083330026,-0.034200657,3.391810968,0.000000000,-0.011364283,-0.211939608,Squat,-0.001148306,-0.036182979,-0.017601720,0.000076795,-0.486923749,Hold,-0.086808087,-0.101397414,0.083330026,-0.002253479,-0.047122881,0.004085460,-0.000088488,-0.478148765,0.001061569,-0.000514446,-0.145284589,-0.000804208,-0.141886874,0.002157590,0.000000000,1.546189119,0.000194194,-0.069985755,0.000000000,-0.141886874,-0.147410325,-0.076207676,0.000909878,0.001061569,-0.002643094,-0.017779560,-0.058029178,0.001061569,0.130794565,0.000000000,-0.034200657,-0.000152649,-9.110575987,-0.077052669,-0.195643447,0.089897185,-0.020533392,0.000000000,0.000000000,0.000000000,0.071081515,0.072603994,-0.219746420,0.014392862,#VALUE!,-0.016558836,0.030954889,Hold,0.001061569,-0.000799491,-0.481750663,-0.003200534,-0.032843476,-0.549500302,2.390827359,-0.199640778,-0.198284119,-0.003479729,-0.038457388,Hold,0.152817054,Hold,-0.004319216,-1
7/13/2011,131.84,-0.044645799,-0.020963059,0.004082462,-0.500000000,0.000000000,-0.090909091,0.296702633,0.125127576,0.982245412,-0.080542538,0.006440567,0.057938354,Fake,-0.003407205,0.012106118,-0.041482401,-0.000094864,0.287410034,Hold,-0.161694257,-0.284308300,0.296702633,-0.002452322,-0.058898358,0.004082462,0.000391444,-0.042169569,0.001723902,-0.000001101,-0.095882301,-0.000184132,-0.092832342,-0.001304988,0.000000000,0.034092225,0.000496907,-0.076261153,0.000000000,-0.092832342,0.259446994,0.029517875,0.000935884,0.001723902,0.002271542,0.009430880,-0.040961745,0.001723902,0.163283687,-0.166666667,-0.062393687,-0.000253604,-1.148017018,-0.012865233,0.231205004,0.300442098,0.016182497,0.142857143,0.050808527,2.000000000,0.039776846,0.040782039,0.026531741,0.045790528,#VALUE!,-0.039830011,0.042839278,Hold,0.001723902,-0.000053827,0.281696876,0.002629335,-0.078073591,0.635497164,-0.149729204,-0.107434558,-0.098150879,0.002808686,0.030555060,Hold,-0.102325975,Hold,0.003348569,0
7/14/2011,130.93,0.464960024,-0.028990348,0.004037799,-1.000000000,0.000000000,-0.100000000,0.163842697,-0.104316681,-1.309540579,0.000000000,0.017845370,-0.351662541,Green,-0.006087114,-0.063909270,-0.063077333,0.000249749,-1.456800653,Hold,-0.284971885,-0.499176638,0.163842697,-0.020388404,-0.173135960,0.004037799,-0.000643788,0.402776091,0.001427775,-0.000921258,-0.205860741,-0.001190810,-0.202102373,-0.003373153,0.000000000,-0.458541127,-0.000646890,-0.158703438,0.003407568,-0.202102373,0.114840068,-0.191519952,0.000755936,0.001427775,-0.004834981,-0.004038407,-0.111300141,0.001427775,0.078140717,0.000000000,-0.104316681,-0.000054708,-8.004388751,-0.130911496,-0.208078241,0.177517734,-0.032935327,0.000000000,0.000000000,0.000000000,-0.071881891,-0.070491072,-0.473163240,0.041193280,#VALUE!,-0.061739618,0.020947468,Hold,0.001427775,-0.001510253,0.153845013,-0.005522255,-0.119667456,-0.167957066,-0.462426709,-0.109150166,-0.124931696,-0.005866582,-0.064545713,Hold,0.294273482,Hold,-0.006902329,0
7/15/2011,131.69,-0.325359920,0.025650690,0.004044905,#DIV/0!,-0.111111111,-0.111111111,-0.089804721,0.000000000,0.184284984,-0.040658769,-0.025486402,0.442626946,Fade,-0.018036137,0.020105952,-0.183667648,-0.000029189,1.582983178,Hold,-0.176507429,2.040240482,-0.089804721,0.002561713,-0.247664786,0.004044905,0.000243836,-0.107355155,0.002645491,-0.000029839,-0.097361163,-0.000148573,-0.094851195,0.004064146,0.000000000,-0.654591867,-0.000071200,-0.169076740,0.000157921,-0.094851195,-0.461675835,0.010461396,0.000763267,0.002645491,-0.003112400,0.017622804,0.017227056,0.002645491,0.019881011,0.000000000,0.000000000,0.000017344,-1.190223624,-0.162564287,0.255663726,-0.097843835,0.028443457,0.000000000,-0.040658769,0.000000000,-0.109058692,-0.107561925,0.562269692,-0.014768839,#VALUE!,-0.181508049,0.023952002,Hold,0.002645491,-0.000157775,-0.476196258,-0.000152093,-0.330070925,0.877324084,0.291937875,-0.286895065,-0.302019257,0.001332569,0.058182351,Hold,-0.157475483,Hold,0.005804697,1
7/18/2011,130.61,-0.813240249,0.006249810,0.003995570,#DIV/0!,-0.125000000,-0.125000000,-0.733333333,0.014056029,-1.775107945,-0.075764633,0.016859302,-0.310339228,Fake,-0.013654138,-0.120398349,-0.161050515,0.000377708,2.336981147,Hold,-0.134674498,-0.012327444,-0.733333333,-0.043656504,-0.379791527,0.003995570,-0.000958952,-0.345776428,0.001443609,-0.001119127,-0.280305458,-0.001355433,-0.275050692,-0.002875961,0.000000000,-0.041979979,-0.001509759,-0.290810348,0.012871170,-0.275050692,0.676320312,-0.302728940,0.000531798,0.001443609,-0.006586944,-0.016960948,-0.045596615,0.001443609,-0.022830088,0.200000000,0.216867235,0.000274062,-5.262137779,-0.009845739,-0.182193128,-0.736769280,-0.039301342,-0.125000000,-0.191294054,-0.666666667,-0.248890996,-0.247869435,-0.367152055,-0.154927126,#VALUE!,-0.159839400,0.001237318,Hold,0.001443609,-0.001858106,0.872739868,-0.007126001,-0.294130165,-0.457701924,-0.627833503,-0.127119373,-0.134943868,-0.007395150,-0.077462996,Hold,0.547794529,Hold,-0.008201086,0
7/19/2011,132.73,-2.405085868,0.022303302,0.004044265,#DIV/0!,-0.142857143,-0.142857143,1.009995000,0.000000000,-0.056174289,0.143058559,0.024668038,0.013840146,Fake,-0.007150604,0.196713234,-0.110617320,-0.000092709,-0.896556422,Hold,0.051964573,0.421139008,1.009995000,-0.053477630,-0.327855656,0.004044265,0.001439740,0.274210230,0.001684481,0.001177441,0.186409680,0.001262316,0.181645347,0.003868553,0.000000000,6.680573519,0.000433656,-0.203081365,0.010602643,0.181645347,0.131883572,0.486876999,0.000790298,0.001684481,0.012609685,0.003137551,0.193341421,0.001684481,-0.056190514,0.000000000,0.000000000,-0.000323896,-1.117363110,0.256761105,0.188475314,0.992927264,0.080302835,0.000000000,0.143058559,0.000000000,-0.234231180,-0.232761622,0.087785369,0.061354239,#VALUE!,-0.109119172,0.039356106,Hold,0.001684481,0.001676744,0.106796757,0.013817910,-0.206331350,0.153481513,-0.580630924,0.034057545,0.035875087,0.014421663,0.156275195,Hold,-0.285767776,Hold,0.016231491,0
7/20/2011,132.65,2.234220834,-0.008332043,0.004025547,#DIV/0!,-2.166666667,-0.166666667,-0.661694183,-0.131541463,-6.077983437,-0.014043649,-0.041401644,-0.496776100,Fade,-0.003367582,-0.020975169,-0.061543256,0.000178797,-1.748472672,Hold,-0.039965179,-0.193122197,-0.661694183,-0.034886404,-0.185614871,0.004025547,0.001189179,-0.185479547,0.001040248,0.000938269,0.095706629,0.000980559,0.093927201,0.000611087,0.000000000,-0.948796883,0.000128165,-0.257087619,0.000000000,0.093927201,-0.438901268,0.253064159,0.000989512,0.001040248,0.005185447,-0.009089056,-0.110800006,0.001040248,-0.131633844,0.166666667,0.013201626,0.000079269,-7.292554296,0.397785504,-0.130583451,-0.664898565,-0.002805120,-0.142857143,-0.154894556,-2.000000000,-0.247331307,-0.246414153,-0.329833188,-0.078600557,#VALUE!,-0.060567029,0.035699556,Hold,0.001040248,0.001276181,-0.679826035,0.003249926,-0.117465692,-0.386664211,12.737816834,-0.248438659,-0.258877205,0.002284467,-0.005685950,Hold,0.026936691,Hold,-0.000602742,-1
7/21/2011,134.49,0.122554778,0.028151670,0.004065022,-0.083333333,0.000000000,-0.200000000,-0.161745783,0.000000000,-0.395354818,-0.016126965,0.021685661,-0.058351327,Green,0.004294807,0.165824802,0.043504420,-0.000096342,9.750761344,Hold,0.190768183,0.030814447,-0.161745783,0.011096954,0.013217530,0.004065022,0.003042611,0.049619869,0.001356847,0.002673163,0.392840484,0.002924884,0.386075402,-0.003735176,0.000000000,16.653408176,0.001843824,0.009963081,0.000000000,0.386075402,0.647018885,0.569732977,0.001551735,0.001356847,0.007229781,0.004267938,0.101621127,0.001356847,-0.072759200,0.000000000,0.000000000,-0.000243990,-2.137476098,-0.262856852,0.268584816,-0.173951527,0.064698007,0.000000000,-0.016126965,0.000000000,-0.424566638,-0.423292905,0.136133217,-0.007705799,#VALUE!,0.044920296,0.037482770,Hold,0.001356847,0.003917867,1.972636836,0.009442078,0.091858425,0.293338837,-1.055811706,-0.654471858,-0.648516361,0.010548788,0.103176820,Hold,-0.603281702,Hold,0.013871173,0
7/22/2011,134.58,0.493801712,0.014380519,0.004051274,-0.090909091,0.000000000,-0.250000000,0.350867621,0.145765517,1.532299349,-0.131360860,-0.031109513,-0.780644934,Fade,0.002530536,-0.000736633,0.030994846,0.000487838,0.144110967,Hold,0.217673941,0.402832801,0.350867621,0.088066602,0.202991431,0.004051274,0.002790691,-0.845144527,0.000354885,0.002401334,0.221369675,0.002580936,0.219389300,0.002937101,0.000000000,-0.859895741,0.001749879,0.036109830,0.000000000,0.219389300,-0.131042120,0.317849125,0.002041784,0.000354885,0.003701039,-0.013901481,-0.000413564,0.000354885,-0.132420700,-0.142857143,-0.017915272,0.000253136,0.833615852,0.424258512,0.108791983,0.351978117,0.002972159,0.166666667,0.013412330,-2.000000000,-0.575768220,-0.574757194,-0.815681699,0.014992317,#VALUE!,0.031360730,0.059648255,Hold,0.000354885,0.003440198,-0.557603572,0.002686671,0.063704956,-0.741907655,-1.018832379,-1.676887862,-1.642039270,0.002180895,0.004290343,Hold,-0.074378178,Sell,0.000669172,0
