Gains,Multi Day Gains,SMA Gains,Stoch RSI,Single Day Volume,Buy
-0.012,0.027,0.011,0.8,0.006,0
-0.025,-0.037,0.001,0.7,0.497,0
-0.036,-0.061,-0.024,0.5,0.765,0
0.008,-0.029,-0.018,0.1,0.177,0
-0.011,-0.003,-0.013,0.3,-0.344,0
0.005,-0.006,0.001,0.2,0.982,0
-0.019,-0.014,-0.008,0.3,-0.311,0
0.002,-0.017,-0.004,0.1,-0.083,0
-0.032,-0.03,-0.016,0.1,-0.332,0
-0.035,-0.066,-0.022,0,1.375,0
-0.03,-0.064,-0.032,0,0.007,1
-0.027,-0.056,-0.031,0,-0.047,0
0.06,0.031,0.001,0,0.437,0
-0.008,0.051,0.008,0.6,-0.185,0
0.019,0.01,0.024,0.6,-0.527,0
0.049,0.069,0.02,1,0.298,0
0.013,0.062,0.027,1,-0.111,-1
0.002,0.015,0.021,1,-0.06,0
-0.026,-0.024,-0.004,1,0.49,0
-0.022,-0.048,-0.015,0.9,-0.222,1
-0.035,-0.056,-0.028,0.7,-0.088,0
0.034,-0.002,-0.008,0.6,0.372,0
0.017,0.052,0.005,0.8,-0.331,0
0.032,0.05,0.028,0.9,0.117,-1
0.004,0.036,0.018,1,-0.134,0
-0.007,-0.004,0.01,1,-0.383,1
-0.018,-0.025,-0.007,0.9,0.923,0
0.037,0.018,0.004,0.8,0.156,0
0.014,0.051,0.011,1,-0.207,0
-0.003,0.011,0.016,1,-0.198,-1
0.023,0.02,0.011,1,-0.078,1
-0.011,0.013,0.003,1,-0.094,0
0.014,0.004,0.009,0.9,0.299,-1
0.01,0.024,0.004,1,-0.031,0
-0.022,-0.012,0.001,1,-0.122,0
0.007,-0.015,-0.002,0.7,0.003,0
-0.012,-0.005,-0.009,0.7,0.045,0
-0.022,-0.033,-0.009,0.5,0.103,0
0,-0.021,-0.011,0.1,0.103,0
-0.004,-0.003,-0.009,0.1,-0.293,1
-0.038,-0.042,-0.014,0.1,1.522,0
0.014,-0.024,-0.009,0,-0.333,0
-0.008,0.006,-0.011,0.2,0.316,0
0.014,0.005,0.007,0.1,-0.426,0
0.007,0.021,0.004,0.3,-0.12,-1
0.011,0.019,0.011,0.4,0.218,0
-0.006,0.005,0.004,0.5,-0.331,0
-0.018,-0.025,-0.004,0.4,0.573,0
0.002,-0.016,-0.007,0.3,-0.057,0
0.002,0.005,-0.005,0.3,-0.315,0
-0.023,-0.021,-0.006,0.4,0.69,0
-0.01,-0.033,-0.01,0,0.149,0
-0.026,-0.036,-0.02,0,-0.113,0
0,-0.026,-0.012,0,-0.045,0
-0.008,-0.008,-0.011,0,0.012,1
-0.016,-0.024,-0.008,0,0.482,0
0.025,0.008,0,0,-0.147,-1
0.016,0.042,0.008,0.4,-0.095,0
-0.035,-0.019,0.002,0.6,0.205,1
-0.012,-0.046,-0.01,0.3,0.131,-1
0.048,0.036,0,0.2,-0.081,0
-0.03,0.017,0.002,1,-0.155,0
-0.01,-0.04,0.003,0.7,-0.021,0
-0.018,-0.028,-0.019,0.6,0.233,1
-0.021,-0.039,-0.016,0.4,-0.223,-1
0.016,-0.005,-0.008,0.3,0.495,1
-0.028,-0.013,-0.011,0.5,0.005,-1
0.032,0.003,0.007,0.3,-0.04,0
0.044,0.078,0.016,0.7,0.072,0
0.006,0.05,0.027,1,-0.506,0
0.048,0.054,0.033,1,1.026,1
-0.024,0.023,0.01,1,-0.235,0
0.02,-0.005,0.015,0.8,0.088,0
0.004,0.024,0,0.9,-0.308,-1
0.017,0.022,0.014,1,-0.034,0
-0.007,0.01,0.005,1,-0.107,0
0.008,0,0.006,0.9,0.34,1
-0.02,-0.013,-0.006,1,0.001,-1
0.021,0,0.003,0.8,-0.206,0
-0.007,0.014,-0.002,0.9,-0.097,0
-0.012,-0.018,0.001,0.9,0.51,0
0.01,-0.002,-0.003,0.7,-0.299,1
-0.01,-0.001,-0.004,0.6,-0.002,0
0.02,0.009,0.007,0.3,0.246,0
0.01,0.029,0.007,0.6,-0.054,0
0.008,0.018,0.013,0.9,-0.241,-1
0.013,0.021,0.01,1,0.744,0
-0.025,-0.012,-0.001,1,-0.207,0
-0.012,-0.036,-0.008,0.3,-0.265,1
-0.016,-0.028,-0.018,0,-0.116,0
0.008,-0.008,-0.007,0,0.126,0
0.001,0.009,-0.002,0.1,0.694,0
0.019,0.02,0.009,0.2,-0.501,-1
0.007,0.026,0.009,0.5,0.227,0
-0.01,-0.003,0.005,0.6,-0.261,1
-0.001,-0.011,-0.001,0.4,0.134,0
0.022,0.021,0.004,0.4,0.118,-1
0.019,0.041,0.013,0.7,0.503,0
-0.007,0.011,0.011,1,-0.41,0
0.001,-0.006,0.004,0.8,0.041,1
-0.019,-0.018,-0.008,0.8,0.249,-1
0.028,0.009,0.003,0.4,-0.107,0
-0.003,0.025,0.002,0.8,-0.487,0
0.002,-0.002,0.009,0.8,1.575,0
-0.013,-0.012,-0.005,0.8,-0.311,0
-0.005,-0.018,-0.005,0.4,0.861,0
-0.011,-0.016,-0.01,0,-0.427,0
0.007,-0.005,-0.003,0,0.357,1
-0.027,-0.021,-0.01,0.2,-0.262,-1
0.013,-0.014,-0.002,0,-0.094,0
0.001,0.014,-0.004,0.2,0.177,0
0,0.001,0.005,0.2,-0.121,1
-0.016,-0.016,-0.005,0.3,0.07,-1
0.026,0.01,0.003,0,0.006,0
-0.009,0.017,0,0.5,-0.128,0
-0.012,-0.02,0.002,0.3,0.101,0
-0.007,-0.019,-0.009,0.1,0.103,0
0.014,0.007,-0.002,0,-0.206,0
0,0.015,0.002,0.3,-0.275,0
-0.007,-0.007,0.002,0.3,-0.516,0
0,-0.007,-0.002,0.1,0.599,1
-0.022,-0.022,-0.01,0.2,0.27,0
0.008,-0.014,-0.005,0,0.35,0
0.001,0.01,-0.004,0.3,0.136,-1
0.032,0.034,0.014,0.3,0.308,0
0.003,0.035,0.012,1,-0.276,0
0.018,0.021,0.018,1,0.272,0
-0.002,0.015,0.006,1,-0.057,1
-0.014,-0.017,0.001,1,0.002,-1
0.016,0.001,0,0.7,-0.101,0
0.003,0.018,0.002,0.9,0.085,0
0,0.002,0.006,0.9,-0.162,0
0.003,0.003,0.002,0.9,-0.029,0
-0.01,-0.007,-0.002,1,0.09,0
-0.004,-0.014,-0.004,0.8,0.337,0
-0.015,-0.019,-0.01,0.7,-0.205,0
-0.016,-0.03,-0.012,0.3,0.034,0
-0.012,-0.027,-0.014,0,0.148,0
0.006,-0.006,-0.007,0,0.322,0
-0.026,-0.02,-0.011,0.1,0.227,1
-0.014,-0.04,-0.011,0,-0.157,0
0.007,-0.006,-0.011,0,-0.189,-1
0.008,0.015,0,0.1,0.145,1
-0.024,-0.016,-0.003,0.2,-0.072,0
0.019,-0.005,0.001,0,0.11,-1
0.002,0.021,-0.001,0.3,-0.282,0
-0.01,-0.008,0.004,0.3,0.099,0
-0.006,-0.016,-0.005,0.3,0.267,0
-0.005,-0.011,-0.007,0.2,-0.03,0
-0.012,-0.017,-0.008,0.3,-0.195,0
0.007,-0.005,-0.003,0.1,0.053,0
-0.007,0,-0.004,0.5,0.031,1
-0.016,-0.023,-0.005,0.3,-0.234,0
0.003,-0.013,-0.007,0,0.615,0
0.022,0.025,0.003,0.1,0.028,-1
0.018,0.04,0.014,1,-0.337,0
-0.005,0.012,0.012,1,-0.204,0
-0.01,-0.015,0.001,0.9,-0.068,0
0.01,0,-0.002,0.7,1.082,0
-0.016,-0.006,-0.005,1,-0.498,0
0.008,-0.008,0.001,0.7,0.854,1
-0.015,-0.007,-0.008,0.8,-0.334,0
0.013,-0.002,0.002,0.6,0.353,-1
0.007,0.02,0.002,0.9,-0.146,0
-0.01,-0.003,0.003,1,-0.017,0
-0.016,-0.025,-0.006,0.8,-0.268,0
0.008,-0.008,-0.006,0.6,0.399,0
-0.008,0,-0.005,0.7,-0.063,0
0.007,-0.002,0.002,0.1,0.542,0
-0.024,-0.017,-0.008,0.5,-0.354,1
-0.01,-0.034,-0.009,0,0.173,0
0.007,-0.003,-0.009,0,0.298,-1
0.035,0.041,0.011,0.2,0.155,0
0.003,0.038,0.015,1,-0.113,0
0.031,0.035,0.023,1,0.379,0
0.006,0.038,0.013,1,-0.424,0
0.008,0.014,0.015,1,-0.023,0
0.002,0.01,0.005,1,0.356,0
0.021,0.024,0.01,1,0.057,1
-0.033,-0.013,-0.003,1,-0.081,-1
0.01,-0.024,-0.001,0.6,-0.067,0
-0.005,0.004,-0.009,0.7,-0.251,0
0.001,-0.004,0.002,0.6,0.161,0
-0.005,-0.004,-0.003,0.6,-0.387,1
-0.023,-0.028,-0.009,0.6,0.876,0
0.015,-0.008,-0.004,0.3,-0.123,-1
0.024,0.04,0.005,0.2,-0.059,0
-0.005,0.019,0.011,0.6,-0.033,0
0.006,0.001,0.008,0.5,-0.256,0
-0.002,0.004,0,0.6,0.925,0
0.002,0,0.002,0.5,-0.431,0
-0.013,-0.012,-0.004,0.5,0.401,0
0.006,-0.008,-0.002,0.3,-0.249,0
-0.004,0.001,-0.004,0.7,0.142,0
0.021,0.016,0.008,0.5,-0.231,0
0.009,0.03,0.009,1,0.354,1
-0.017,-0.008,0.004,1,0.042,0
0.015,-0.002,0.002,0.5,-0.278,0
0.001,0.016,0,0.8,-0.143,0
0.019,0.02,0.012,0.8,0.865,-1
0.009,0.028,0.01,1,-0.26,0
-0.009,0,0.006,1,0.124,1
-0.012,-0.021,-0.004,0.7,-0.116,0
0.017,0.005,-0.001,0.4,0.057,0
0.003,0.021,0.003,0.7,0.12,0
-0.002,0.001,0.006,0.8,-0.064,-1
0,-0.002,0,0.7,0.031,0
0.014,0.014,0.004,0.7,-0.001,1
-0.002,0.012,0.004,1,-0.294,-1
0.009,0.008,0.007,0.9,0.253,0
-0.006,0.004,0,1,-0.067,1
-0.01,-0.016,-0.002,0.7,-0.02,0
0.014,0.004,-0.001,0.2,-0.172,-1
0.012,0.026,0.005,0.6,0.061,0
-0.002,0.01,0.008,1,0.101,0
-0.002,-0.004,0.003,0.9,-0.18,0
0.006,0.004,0.001,0.7,0.363,0
-0.003,0.004,0,0.9,-0.113,1
-0.023,-0.026,-0.007,0.7,0.069,0
-0.002,-0.025,-0.009,0,0.332,0
0.002,0,-0.008,0,-0.11,0
0.01,0.012,0.003,0.1,-0.221,0
0.002,0.012,0.005,0.3,-0.319,0
0.017,0.02,0.01,0.4,0.671,-1
0.003,0.02,0.007,0.8,-0.137,1
-0.003,0,0.006,0.9,0.348,0
0.016,0.013,0.005,0.8,0.033,0
0.004,0.02,0.006,1,-0.042,0
0.004,0.008,0.008,1,-0.24,-1
0.014,0.019,0.007,1,0.29,0
0.005,0.019,0.008,1,-0.063,0
-0.004,0.001,0.005,1,0.305,1
-0.01,-0.014,-0.003,0.9,-0.374,0
0.01,0,-0.001,0.6,-0.207,0
0.011,0.021,0.004,0.7,0.255,-1
0.003,0.014,0.008,0.8,-0.031,1
-0.01,-0.007,0.001,0.8,0.334,-1
0.021,0.01,0.005,0.2,-0.253,0
0,0.021,0.004,0.7,0.013,0
-0.001,-0.001,0.007,0.7,-0.035,0
-0.015,-0.016,-0.005,0.5,0.226,0
-0.002,-0.017,-0.006,0,-0.046,0
-0.01,-0.012,-0.009,0,-0.176,0
0.001,-0.009,-0.004,0,0.058,1
-0.01,-0.009,-0.006,0,0.318,-1
0.013,0.003,0.001,0,-0.299,0
-0.012,0.001,-0.003,0.2,0.619,1
0,-0.012,0,0,-0.385,0
0.009,0.009,-0.001,0,0.539,-1
0.013,0.022,0.007,0.2,-0.325,1
-0.01,0.002,0.004,0.4,-0.112,-1
0.02,0.009,0.008,0.2,0.019,0
0.004,0.024,0.005,0.5,-0.014,0
-0.006,-0.001,0.006,0.6,0.18,1
-0.013,-0.018,-0.005,0.8,0.363,0
0.009,-0.003,-0.003,0.3,-0.197,-1
0.005,0.014,0,0.6,0.053,0
-0.002,0.003,0.004,0.7,0.011,0
-0.006,-0.008,-0.001,0.6,-0.063,1
-0.014,-0.02,-0.007,0.4,0.31,-1
0.01,-0.004,-0.003,0,-0.317,1
-0.012,-0.002,-0.005,0.3,-0.026,0
0.009,-0.003,0.002,0,0.436,-1
0.001,0.01,-0.001,0.3,-0.254,1
-0.008,-0.007,0.001,0.3,0.097,-1
0.018,0.01,0.004,0.1,0.057,0
-0.004,0.014,0.002,0.6,-0.205,0
-0.005,-0.008,0.003,0.5,0.555,0
-0.002,-0.007,-0.004,0.4,-0.47,0
0.002,0,-0.002,0.3,0.937,0
-0.009,-0.007,-0.003,0.4,-0.102,0
0,-0.009,-0.002,0,0.119,1
-0.021,-0.021,-0.01,0,0.112,0
0.006,-0.016,-0.005,0,-0.184,-1
0.011,0.016,-0.001,0.2,-0.133,0
0.003,0.013,0.007,0.5,-0.37,0
0.004,0.007,0.006,0.6,0.266,0
0.009,0.013,0.005,0.7,0.25,1
-0.005,0.004,0.003,1,-0.165,0
0.003,-0.002,0.002,0.8,-0.017,0
0.003,0.006,0,0.9,-0.646,0
0.009,0.012,0.005,1,0.82,-1
0.004,0.012,0.005,1,0.637,0
-0.004,0,0.003,1,-0.431,0
0.003,-0.001,0.001,0.9,1.183,0
-0.01,-0.007,-0.004,1,0.119,0
0.002,-0.008,-0.002,0.7,-0.549,0
0.002,0.003,-0.002,0.6,0.92,1
0,0.002,0.001,0.6,-0.58,0
0.006,0.006,0.003,0.5,0.448,0
0.007,0.013,0.004,0.8,0.048,0
0.013,0.02,0.009,1,0.722,0
0.005,0.019,0.008,1,-0.091,-1
0,0.006,0.006,1,-0.368,0
-0.006,-0.005,0,1,0.115,0
0.008,0.003,0.001,0.7,0.031,0
-0.007,0.002,-0.002,0.9,0.074,1
-0.01,-0.017,-0.003,0.6,0.31,0
0.003,-0.007,-0.005,0.2,-0.164,-1
0.002,0.005,-0.002,0.3,0.108,1
-0.004,-0.002,0,0.3,-0.499,-1
0.015,0.011,0.004,0.1,0.778,1
-0.002,0.013,0.003,0.5,-0.159,-1
0.012,0.01,0.008,0.4,-0.052,0
-0.005,0.007,0.002,0.8,0.135,1
-0.011,-0.016,-0.001,0.3,0.068,0
0.004,-0.007,-0.004,0,-0.114,0
-0.018,-0.014,-0.008,0.1,0.283,0
-0.008,-0.026,-0.007,0,0.263,-1
-0.003,-0.011,-0.01,0,-0.185,1
0.01,0.006,0,0,-0.143,-1
-0.01,0,-0.001,0.2,0.924,0
0.021,0.011,0.007,0.1,-0.07,0
0.004,0.025,0.005,0.4,-0.322,1
0.009,0.013,0.011,0.5,0.095,0
0.005,0.014,0.006,0.6,-0.586,0
0.004,0.008,0.006,0.7,1.106,0
-0.002,0.001,0.002,0.8,-0.274,0
0.003,0,0.002,0.9,0.296,0
0.003,0.005,0.001,1,-0.434,0
0.003,0.006,0.003,1,0.05,0
0.004,0.007,0.003,1,0.615,0
-0.003,0.001,0.001,1,0.014,0
0.004,0.001,0.002,0.9,-0.16,0
-0.011,-0.007,-0.003,1,0.001,0
0.007,-0.004,0,0.6,-0.157,0
-0.002,0.006,-0.002,0.6,-0.034,0
-0.013,-0.014,-0.003,0.4,0.269,0
-0.002,-0.014,-0.006,0,0.351,0
0.002,0,-0.004,0,0.129,1
0,0.003,0,0.1,-0.372,-1
0.014,0.014,0.005,0.1,0.077,0
0.001,0.015,0.005,0.6,-0.114,0
0.002,0.003,0.006,0.7,0.264,1
-0.001,0.001,0.001,0.8,-0.342,-1
0.007,0.006,0.003,0.7,0.459,1
-0.002,0.004,0.001,1,-0.164,0
0.001,-0.001,0.002,0.8,0.068,-1
0.005,0.006,0.001,0.9,-0.154,0
-0.007,-0.002,0,1,0.117,0
-0.004,-0.011,-0.002,0.6,-0.195,1
0,-0.004,-0.004,0.3,0.04,0
0.011,0.011,0.002,0.3,0.054,-1
0,0.012,0.004,0.8,0.061,0
-0.008,-0.008,0.001,0.8,0.654,0
-0.005,-0.013,-0.004,0,-0.097,1
-0.01,-0.015,-0.008,0,-0.073,-1
0.008,-0.002,-0.002,0,-0.275,1
-0.009,-0.001,-0.004,0.3,0.796,0
0.004,-0.005,0.001,0,-0.44,-1
0.013,0.017,0.003,0.2,-0.037,0
0.004,0.017,0.007,0.5,0.3,0
0.004,0.007,0.007,0.6,-0.12,1
0.001,0.004,0.003,0.8,-0.682,-1
0.011,0.012,0.005,0.9,2.683,0
-0.003,0.008,0.003,1,-0.086,0
-0.002,-0.004,0.002,0.9,0.105,0
0.004,0.003,0,0.8,-0.076,0
-0.007,-0.003,-0.002,0.9,-0.201,0
0.007,0,0.001,0.7,0.127,0
-0.008,-0.001,-0.003,0.8,0.342,1
0,-0.008,0,0.5,-0.153,0
0.011,0.011,0.001,0.5,0.227,-1
0.002,0.013,0.004,0.8,-0.246,1
-0.005,-0.003,0.003,0.8,0.133,0
0.005,0,0.001,0.3,-0.15,0
0.003,0.008,0.001,0.6,-0.295,-1
0.011,0.014,0.006,0.8,0.265,0
-0.003,0.008,0.004,1,0.413,0
0.007,0.004,0.005,0.5,-0.334,0
0.001,0.008,0.002,0.8,-0.104,0
-0.001,0,0.002,0.8,-0.674,1
0.001,0,0,0.7,0.031,0
0.013,0.014,0.004,0.7,1.706,0
0,0.013,0.005,1,-0.13,0
0.001,0.001,0.005,1,0.611,-1
0,0,0,1,0.209,0
0.011,0.01,0.004,1,-0.266,0
0.001,0.012,0.004,1,-0.268,0
0.003,0.004,0.005,1,0.474,0
0.004,0.007,0.003,1,0.208,1
-0.009,-0.005,-0.001,1,0.484,0
0.007,-0.001,0.001,0.4,-0.416,0
-0.006,0.002,-0.003,0.5,0.718,-1
0.008,0.002,0.003,0.1,-0.445,0
0.002,0.011,0.001,0.4,0.275,0
0.004,0.006,0.005,0.4,-0.169,0
0,0.004,0.002,0.5,-0.065,0
0.008,0.008,0.004,0.5,0.029,0
-0.003,0.005,0.002,0.7,-0.027,1
-0.003,-0.006,0.001,0.5,0.48,-1
0.013,0.009,0.002,0.2,-0.312,0
-0.01,0.002,0,0.6,0.16,0
-0.011,-0.022,-0.003,0,0.49,0
0.001,-0.01,-0.007,0,0.142,0
0,0.001,-0.003,0,-0.485,0
0.004,0.004,0.002,0,0.253,0
-0.002,0.003,0.001,0.2,-0.354,1
-0.008,-0.01,-0.002,0.1,0.567,0
0.003,-0.005,-0.002,0,-0.054,-1
0.011,0.014,0.002,0.1,0,0
0,0.011,0.005,0.4,-0.332,1
0.003,0.003,0.005,0.4,0.123,-1
0.011,0.014,0.005,0.5,0.54,0
-0.004,0.007,0.003,0.7,-0.353,1
-0.004,-0.008,0.001,0.6,0.608,-1
0.009,0.004,0,0.6,-0.464,0
-0.004,0.005,0,0.8,0.193,0
-0.004,-0.008,0,0.6,0.787,0
-0.003,-0.007,-0.004,0.4,-0.086,0
-0.003,-0.006,-0.003,0.3,-0.222,1
-0.002,-0.004,-0.003,0.2,0.209,0
0.004,0.002,0,0.1,-0.29,0
0.001,0.005,0.001,0.2,-0.049,0
0.001,0.001,0.002,0.2,0.324,-1
0.01,0.011,0.004,0.3,-0.157,1
-0.006,0.004,0.002,0.7,0.164,0
0.002,-0.004,0.002,0.3,-0.187,0
0.003,0.004,0,0.5,-0.328,-1
0.003,0.006,0.003,0.7,1.655,0
-0.012,-0.009,-0.002,0.8,-0.297,0
-0.004,-0.016,-0.004,0,0.012,0
-0.017,-0.021,-0.011,0,0.703,1
-0.013,-0.03,-0.011,0,0.317,-1
0.013,0,-0.006,0,-0.394,1
-0.012,0.001,-0.004,0.3,0.068,0
0.005,-0.007,0.002,0.1,0.037,0
0.011,0.017,0.001,0.3,-0.305,-1
0,0.011,0.005,0.5,0.442,0
-0.014,-0.014,-0.001,0.5,-0.19,0
-0.013,-0.027,-0.009,0.2,0.29,0
-0.002,-0.014,-0.01,0.1,-0.138,1
0.001,-0.001,-0.005,0.1,-0.046,0
0.013,0.014,0.004,0.1,-0.033,0
0,0.014,0.005,0.6,-0.25,0
0.014,0.014,0.009,0.7,0.179,-1
0.003,0.017,0.006,1,-0.115,0
0.001,0.005,0.006,1,0.242,0
0.006,0.007,0.003,1,-0.07,0
0.008,0.014,0.005,1,0.13,0
0.005,0.013,0.006,1,-0.407,0
-0.003,0.002,0.003,1,-0.061,0
-0.002,-0.006,0,0.9,0.615,0
-0.002,-0.005,-0.002,0.9,0.023,0
0.004,0.002,0,0.8,-0.508,0
-0.014,-0.01,-0.004,0.9,1.435,0
0.002,-0.012,-0.003,0.5,0.109,1
-0.004,-0.002,-0.005,0.4,-0.012,0
0.008,0.004,0.002,0.3,-0.236,-1
0,0.008,0.001,0.3,-0.399,1
-0.017,-0.017,-0.003,0.3,0.885,0
0.007,-0.01,-0.003,0,-0.059,-1
0.014,0.021,0.001,0.2,0.237,0
0.001,0.015,0.007,0.6,-0.526,0
-0.001,0,0.005,0.7,0.208,0
0.001,-0.001,0,0.7,0.224,0
-0.013,-0.012,-0.004,0.8,0.154,0
-0.009,-0.022,-0.007,0.3,0.389,1
-0.008,-0.016,-0.01,0,-0.301,0
0.011,0.003,-0.002,0,-0.307,0
-0.001,0.01,0.001,0.4,0.516,-1
0.006,0.006,0.005,0.4,-0.328,0
-0.009,-0.002,-0.001,0.6,0.599,0
-0.017,-0.025,-0.007,0.4,0.108,1
-0.01,-0.027,-0.012,0,0.235,0
0.008,-0.002,-0.006,0,-0.358,-1
0.006,0.015,0.001,0.2,0.881,0
-0.004,0.002,0.003,0.4,-0.368,0
0,-0.004,0.001,0.3,-0.057,1
-0.009,-0.008,-0.004,0.4,0.017,0
0.005,-0.004,-0.001,0.3,-0.451,0
-0.003,0.002,-0.002,0.5,0.815,0
0.003,0,0.002,0.4,-0.305,0
0.002,0.005,0.001,0.5,0.247,0
0.004,0.006,0.003,0.6,-0.137,-1
0.014,0.019,0.007,0.8,0.188,0
0.003,0.018,0.007,1,-0.261,0
0.006,0.009,0.008,1,0.259,0
0,0.006,0.003,1,-0.484,0
-0.001,-0.001,0.002,1,0.757,0
0.004,0.002,0.001,1,-0.031,1
-0.009,-0.006,-0.002,1,-0.027,0
0.008,-0.001,0.001,0.7,-0.154,-1
0.015,0.023,0.005,0.9,-0.033,0
0.001,0.017,0.008,1,0.038,0
-0.009,-0.008,0.002,1,0.118,0
0.005,-0.004,-0.001,0.7,-0.409,0
-0.01,-0.005,-0.005,0.8,0.595,0
0.007,-0.003,0.001,0.4,0.081,0
0,0.007,-0.001,0.4,-0.289,0
-0.001,-0.002,0.002,0.4,0.066,0
0.002,0,0,0.3,0.12,1
-0.004,-0.002,-0.001,0.2,-0.205,0
0.005,0.001,0.001,0,0.477,-1
0.009,0.014,0.003,0.3,-0.047,0
-0.003,0.005,0.004,0.6,-0.009,0
-0.005,-0.008,0,0.4,-0.069,1
-0.003,-0.008,-0.004,0.2,0.243,0
0.004,0.001,-0.001,0,-0.304,-1
0.005,0.01,0.002,0.3,0.838,0
-0.014,-0.009,-0.002,0.7,0.105,0
-0.001,-0.014,-0.003,0,-0.4,0
-0.009,-0.009,-0.008,0,0.118,0
0.003,-0.006,-0.002,0,-0.229,0
-0.007,-0.004,-0.004,0.1,0.518,0
0.003,-0.004,0,0,-0.395,0
0,0.003,-0.001,0.1,0.302,0
0.001,0.001,0.001,0.1,-0.25,0
-0.003,-0.002,-0.001,0.2,1.022,0
-0.006,-0.009,-0.003,0.1,-0.29,0
-0.001,-0.007,-0.003,0,0.064,1
-0.004,-0.005,-0.004,0,-0.031,-1
0.013,0.008,0.003,0,0.179,0
-0.018,-0.006,-0.003,0.5,0.205,0
0.003,-0.016,-0.001,0.1,0.289,0
-0.008,-0.006,-0.008,0.3,-0.316,1
-0.002,-0.01,-0.002,0,0.001,0
0.009,0.007,0,0,0.033,0
0.003,0.012,0.003,0.6,0.284,0
0.004,0.007,0.005,0.8,-0.207,0
0.002,0.007,0.003,1,-0.203,-1
0.002,0.005,0.003,1,-0.08,0
-0.008,-0.006,-0.001,1,0.07,0
0,-0.008,-0.002,0.7,-0.005,0
-0.016,-0.016,-0.008,0.7,0.246,1
-0.014,-0.03,-0.01,0.1,0.472,0
0.001,-0.013,-0.01,0,-0.499,0
0.013,0.014,0,0.1,0.491,-1
-0.002,0.011,0.004,0.5,-0.053,0
-0.011,-0.013,0,0.5,-0.055,1
0.002,-0.009,-0.004,0.3,-0.168,0
0.01,0.012,0,0.3,0.098,0
0.006,0.016,0.006,0.7,-0.11,-1
0.01,0.016,0.009,0.9,0.061,0
-0.003,0.007,0.004,1,-0.076,0
0.007,0.004,0.005,0.9,0.125,0
-0.003,0.004,0,1,-0.248,0
0.001,-0.001,0.002,0.9,-0.098,0
0.007,0.008,0.002,1,0.266,0
0,0.007,0.003,1,-0.309,0
0.003,0.003,0.003,1,-0.065,1
-0.008,-0.005,-0.002,1,0.073,0
0.005,-0.003,0,0.7,0.651,0
0.002,0.007,0,0.9,0.196,-1
0.011,0.013,0.006,0.9,-0.19,0
-0.004,0.007,0.003,1,-0.287,0
0.007,0.002,0.005,0.8,0.225,0
-0.002,0.004,0,1,-0.117,1
-0.001,-0.003,0.001,0.8,0.041,0
0.005,0.004,0.001,0.7,-0.187,0
0.003,0.008,0.002,1,0.591,-1
0.002,0.005,0.003,1,-0.368,0
-0.008,-0.006,-0.001,1,0.365,0
0.003,-0.005,-0.001,0.4,-0.376,0
0.004,0.007,0,0.6,0.409,0
-0.006,-0.002,0,0.6,0.103,0
0.004,-0.002,0.001,0,0.102,0
-0.012,-0.008,-0.005,0.3,0.198,1
-0.005,-0.018,-0.004,0,-0.101,-1
0.005,-0.001,-0.004,0,-0.206,0
-0.006,-0.002,-0.002,0.2,0.125,0
0.005,-0.002,0.001,0,0.059,0
0.005,0.01,0.001,0.2,-0.2,1
-0.001,0.004,0.003,0.3,0.306,0
0.017,0.016,0.007,0.3,0.443,0
0.002,0.019,0.006,0.8,-0.473,0
0.001,0.002,0.007,1,0.116,-1
0.007,0.007,0.003,1,0.146,0
-0.011,-0.004,-0.001,1,-0.069,0
-0.008,-0.019,-0.004,0.6,0.317,0
0.004,-0.004,-0.005,0.3,-0.61,0
-0.004,0,-0.003,0.4,1.064,0
-0.009,-0.013,-0.003,0.3,0.298,1
-0.008,-0.017,-0.007,0.1,0.182,0
0.006,-0.003,-0.004,0,-0.009,-1
0.004,0.009,0.001,0.2,-0.314,0
-0.008,-0.005,0.001,0.3,0.283,0
-0.002,-0.01,-0.002,0.1,0.023,0
0.007,0.005,-0.001,0,-0.068,0
-0.011,-0.005,-0.002,0.2,-0.084,1
-0.001,-0.012,-0.002,0,-0.098,0
0.015,0.014,0.001,0,0.235,-1
0.012,0.027,0.009,0.6,0.36,0
0.003,0.015,0.01,1,-0.264,0
0,0.003,0.005,1,-0.103,0
0.003,0.003,0.002,1,-0.248,0
0,0.003,0.001,1,0.531,0
0.013,0.013,0.005,1,0.369,0
0.014,0.026,0.009,1,-0.281,0
0.006,0.02,0.011,1,0.143,0
-0.001,0.005,0.006,1,-0.465,0
-0.002,-0.003,0.001,1,0.319,1
0.001,-0.001,-0.001,0.9,0.014,0
0.008,0.008,0.002,0.9,-0.164,0
0.008,0.016,0.006,1,0.468,-1
0.002,0.01,0.006,1,-0.365,0
-0.007,-0.005,0.001,1,0.134,0
0.006,-0.001,0,0.6,0.361,0
0.001,0.007,0,0.7,-0.415,1
-0.011,-0.01,-0.001,0.7,0.704,0
0.005,-0.006,-0.002,0.1,-0.308,0
0.002,0.006,-0.001,0.2,0.117,-1
0.002,0.004,0.003,0.2,-0.292,0
-0.001,0.002,0.001,0.3,-0.479,0
-0.005,-0.005,-0.001,0.3,2.968,1
0.001,-0.004,-0.002,0,-0.127,0
0.011,0.012,0.002,0,-0.071,-1
0.001,0.012,0.004,0.5,0.206,0
-0.001,0,0.004,0.5,-0.184,0
0,-0.001,0,0.4,-0.327,1
