Date,Gains,Multi Day Gains,SMA Gains,Stoch RSI,Single Day Volume,Buy
2004-04-15,-0.004,-0.002,-0.005,0.4,-0.012,0
2004-04-16,0.008,0.004,0.002,0.3,-0.236,0
2004-04-19,0.000,0.008,0.001,0.3,-0.399,0
2004-04-20,-0.017,-0.017,-0.003,0.3,0.885,0
2004-04-21,0.007,-0.010,-0.003,0,-0.059,0
2004-04-22,0.014,0.021,0.001,0.2,0.237,0
2004-04-23,0.001,0.015,0.007,0.6,-0.526,0
2004-04-26,-0.001,-0.000,0.005,0.7,0.208,0
2004-04-27,0.001,-0.001,0.000,0.7,0.224,0
2004-04-28,-0.013,-0.012,-0.004,0.8,0.154,0
2004-04-29,-0.009,-0.022,-0.007,0.3,0.389,0
2004-04-30,-0.008,-0.016,-0.010,0,-0.301,0
2004-05-03,0.011,0.003,-0.002,0,-0.307,0
2004-05-04,-0.001,0.010,0.001,0.4,0.516,0
2004-05-05,0.006,0.006,0.005,0.4,-0.328,0
2004-05-06,-0.009,-0.002,-0.001,0.6,0.599,0
2004-05-07,-0.017,-0.025,-0.007,0.4,0.108,0
2004-05-10,-0.010,-0.027,-0.012,0,0.235,0
2004-05-11,0.008,-0.002,-0.006,0,-0.358,0
2004-05-12,0.006,0.015,0.001,0.2,0.881,0
2004-05-13,-0.004,0.002,0.003,0.4,-0.368,0
2004-05-14,0.000,-0.004,0.001,0.3,-0.057,0
2004-05-17,-0.009,-0.008,-0.004,0.4,0.017,0
2004-05-18,0.005,-0.004,-0.001,0.3,-0.451,0
2004-05-19,-0.003,0.002,-0.002,0.5,0.815,0
2004-05-20,0.003,-0.000,0.002,0.4,-0.305,0
2004-05-21,0.002,0.005,0.001,0.5,0.247,0
2004-05-24,0.004,0.006,0.003,0.6,-0.137,0
2004-05-25,0.014,0.019,0.007,0.8,0.188,0
2004-05-26,0.003,0.018,0.007,1,-0.261,0
2004-05-27,0.006,0.009,0.008,1,0.259,0
2004-05-28,-0.000,0.006,0.003,1,-0.484,0
2004-06-01,-0.001,-0.001,0.002,1,0.757,0
2004-06-02,0.004,0.002,0.001,1,-0.031,0
2004-06-03,-0.009,-0.006,-0.002,1,-0.027,0
2004-06-04,0.008,-0.001,0.001,0.7,-0.154,0
2004-06-07,0.015,0.023,0.005,0.9,-0.033,0
2004-06-08,0.001,0.017,0.008,1,0.038,0
2004-06-09,-0.009,-0.008,0.002,1,0.118,0
2004-06-10,0.005,-0.004,-0.001,0.7,-0.409,0
2004-06-14,-0.010,-0.005,-0.005,0.8,0.595,0
2004-06-15,0.007,-0.003,0.001,0.4,0.081,0
2004-06-16,-0.000,0.007,-0.001,0.4,-0.289,0
2004-06-17,-0.001,-0.002,0.002,0.4,0.066,0
2004-06-18,0.002,0.000,0.000,0.3,0.120,0
2004-06-21,-0.004,-0.002,-0.001,0.2,-0.205,0
2004-06-22,0.005,0.001,0.001,0,0.477,0
2004-06-23,0.009,0.014,0.003,0.3,-0.047,0
2004-06-24,-0.003,0.005,0.004,0.6,-0.009,0
2004-06-25,-0.005,-0.008,0.000,0.4,-0.069,0
2004-06-28,-0.003,-0.008,-0.004,0.2,0.243,0
2004-06-29,0.004,0.001,-0.001,0,-0.304,0
2004-06-30,0.005,0.010,0.002,0.3,0.838,0
2004-07-01,-0.014,-0.009,-0.002,0.7,0.105,0
2004-07-02,-0.001,-0.014,-0.003,0,-0.400,0
2004-07-06,-0.009,-0.009,-0.008,0,0.118,0
2004-07-07,0.003,-0.006,-0.002,0,-0.229,0
2004-07-08,-0.007,-0.004,-0.004,0.1,0.518,0
2004-07-09,0.003,-0.004,-0.000,0,-0.395,0
2004-07-12,0.000,0.003,-0.001,0.1,0.302,0
2004-07-13,0.001,0.001,0.001,0.1,-0.250,0
2004-07-14,-0.003,-0.002,-0.001,0.2,1.022,0
2004-07-15,-0.006,-0.009,-0.003,0.1,-0.290,0
2004-07-16,-0.001,-0.007,-0.003,0,0.064,0
2004-07-19,-0.004,-0.005,-0.004,0,-0.031,0
2004-07-20,0.013,0.008,0.003,0,0.179,0
2004-07-21,-0.018,-0.006,-0.003,0.5,0.205,0
2004-07-22,0.003,-0.016,-0.001,0.1,0.289,0
2004-07-23,-0.008,-0.006,-0.008,0.3,-0.316,0
2004-07-26,-0.002,-0.010,-0.002,0,0.001,0
2004-07-27,0.009,0.007,-0.000,0,0.033,0
2004-07-28,0.003,0.012,0.003,0.6,0.284,0
2004-07-29,0.004,0.007,0.005,0.8,-0.207,0
2004-07-30,0.002,0.007,0.003,1,-0.203,0
2004-08-02,0.002,0.005,0.003,1,-0.080,0
2004-08-03,-0.008,-0.006,-0.001,1,0.070,0
2004-08-04,-0.000,-0.008,-0.002,0.7,-0.005,0
2004-08-05,-0.016,-0.016,-0.008,0.7,0.246,0
2004-08-06,-0.014,-0.030,-0.010,0.1,0.472,0
2004-08-09,0.001,-0.013,-0.010,0,-0.499,0
2004-08-10,0.013,0.014,-0.000,0.1,0.491,0
2004-08-11,-0.002,0.011,0.004,0.5,-0.053,0
2004-08-12,-0.011,-0.013,0.000,0.5,-0.055,0
2004-08-13,0.002,-0.009,-0.004,0.3,-0.168,0
2004-08-16,0.010,0.012,0.000,0.3,0.098,0
2004-08-17,0.006,0.016,0.006,0.7,-0.110,0
2004-08-18,0.010,0.016,0.009,0.9,0.061,0
2004-08-19,-0.003,0.007,0.004,1,-0.076,0
2004-08-20,0.007,0.004,0.005,0.9,0.125,0
2004-08-23,-0.003,0.004,0.000,1,-0.248,0
2004-08-24,0.001,-0.001,0.002,0.9,-0.098,0
2004-08-25,0.007,0.008,0.002,1,0.266,0
2004-08-26,0.000,0.007,0.003,1,-0.309,0
2004-08-27,0.003,0.003,0.003,1,-0.065,0
2004-08-30,-0.008,-0.005,-0.002,1,0.073,0
2004-08-31,0.005,-0.003,0.000,0.7,0.651,0
2004-09-01,0.002,0.007,-0.000,0.9,0.196,0
2004-09-02,0.011,0.013,0.006,0.9,-0.190,0
2004-09-03,-0.004,0.007,0.003,1,-0.287,0
2004-09-07,0.007,0.002,0.005,0.8,0.225,0
2004-09-08,-0.002,0.004,0.000,1,-0.117,0
2004-09-09,-0.001,-0.003,0.001,0.8,0.041,0
2004-09-10,0.005,0.004,0.001,0.7,-0.187,0
2004-09-13,0.003,0.008,0.002,1,0.591,0
2004-09-14,0.002,0.005,0.003,1,-0.368,0
2004-09-15,-0.008,-0.006,-0.001,1,0.365,0
2004-09-16,0.003,-0.005,-0.001,0.4,-0.376,0
2004-09-17,0.004,0.007,-0.000,0.6,0.409,0
2004-09-20,-0.006,-0.002,0.000,0.6,0.103,0
2004-09-21,0.004,-0.002,0.001,0,0.102,0
2004-09-22,-0.012,-0.008,-0.005,0.3,0.198,0
2004-09-23,-0.005,-0.018,-0.004,0,-0.101,0
2004-09-24,0.005,-0.001,-0.004,0,-0.206,0
2004-09-27,-0.006,-0.002,-0.002,0.2,0.125,0
2004-09-28,0.005,-0.002,0.001,0,0.059,0
2004-09-29,0.005,0.010,0.001,0.2,-0.200,0
2004-09-30,-0.001,0.004,0.003,0.3,0.306,0
2004-10-01,0.017,0.016,0.007,0.3,0.443,0
2004-10-04,0.002,0.019,0.006,0.8,-0.473,0
2004-10-05,0.001,0.002,0.007,1,0.116,0
2004-10-06,0.007,0.007,0.003,1,0.146,0
2004-10-07,-0.011,-0.004,-0.001,1,-0.069,0
2004-10-08,-0.008,-0.019,-0.004,0.6,0.317,0
2004-10-11,0.004,-0.004,-0.005,0.3,-0.610,0
2004-10-12,-0.004,0.000,-0.003,0.4,1.064,0
2004-10-13,-0.009,-0.013,-0.003,0.3,0.298,0
2004-10-14,-0.008,-0.017,-0.007,0.1,0.182,0
2004-10-15,0.006,-0.003,-0.004,0,-0.009,0
2004-10-18,0.004,0.009,0.001,0.2,-0.314,0
2004-10-19,-0.008,-0.005,0.001,0.3,0.283,0
2004-10-20,-0.002,-0.010,-0.002,0.1,0.023,0
2004-10-21,0.007,0.005,-0.001,0,-0.068,0
2004-10-22,-0.011,-0.005,-0.002,0.2,-0.084,0
2004-10-25,-0.001,-0.012,-0.002,0,-0.098,0
2004-10-26,0.015,0.014,0.001,0,0.235,0
2004-10-27,0.012,0.027,0.009,0.6,0.360,0
2004-10-28,0.003,0.015,0.010,1,-0.264,0
2004-10-29,-0.000,0.003,0.005,1,-0.103,0
2004-11-01,0.003,0.003,0.002,1,-0.248,0
2004-11-02,0.000,0.003,0.001,1,0.531,0
2004-11-03,0.013,0.013,0.005,1,0.369,0
2004-11-04,0.014,0.026,0.009,1,-0.281,0
2004-11-05,0.006,0.020,0.011,1,0.143,0
2004-11-08,-0.001,0.005,0.006,1,-0.465,0
2004-11-09,-0.002,-0.003,0.001,1,0.319,0
2004-11-10,0.001,-0.001,-0.001,0.9,0.014,0
2004-11-11,0.008,0.008,0.002,0.9,-0.164,0
2004-11-12,0.008,0.016,0.006,1,0.468,0
2004-11-15,0.002,0.010,0.006,1,-0.365,0
2004-11-16,-0.007,-0.005,0.001,1,0.134,0
2004-11-17,0.006,-0.001,0.000,0.6,0.361,0
2004-11-18,0.001,0.007,0.000,0.7,-0.415,0
2004-11-19,-0.011,-0.010,-0.001,0.7,0.704,0
2004-11-22,0.005,-0.006,-0.002,0.1,-0.308,0
2004-11-23,0.002,0.006,-0.001,0.2,0.117,0
2004-11-24,0.002,0.004,0.003,0.2,-0.292,0
2004-11-26,-0.001,0.002,0.001,0.3,-0.479,0
2004-11-29,-0.005,-0.005,-0.001,0.3,2.968,0
2004-11-30,0.001,-0.004,-0.002,0,-0.127,0
2004-12-01,0.011,0.012,0.002,0,-0.071,0
2004-12-02,0.001,0.012,0.004,0.5,0.206,0
2004-12-03,-0.001,0.000,0.004,0.5,-0.184,0
2004-12-06,-0.000,-0.001,0.000,0.4,-0.327,0
2004-12-07,-0.009,-0.010,-0.003,0.6,0.576,0
2004-12-08,0.006,-0.004,-0.001,0,-0.157,0
2004-12-09,0.004,0.009,0.000,0.3,0.388,0
2004-12-10,0.001,0.005,0.004,0.6,-0.215,0
2004-12-13,0.009,0.010,0.005,0.6,-0.194,0
2004-12-14,0.003,0.012,0.004,1,0.077,0
2004-12-15,0.001,0.004,0.004,1,0.125,0
2004-12-16,-0.001,0.000,0.001,1,0.106,0
2004-12-17,-0.007,-0.007,-0.002,1,0.370,0
2004-12-20,0.000,-0.006,-0.003,0.1,-0.333,0
2004-12-21,0.008,0.008,0.000,0.1,-0.299,0
2004-12-22,0.002,0.010,0.003,0.4,-0.048,0
2004-12-23,0.001,0.003,0.004,0.5,-0.186,0
2004-12-27,-0.002,-0.001,0.000,0.6,0.168,0
2004-12-28,0.005,0.003,0.001,0.4,-0.218,0
2004-12-29,0.001,0.007,0.001,0.7,-0.033,0
2004-12-30,-0.002,-0.000,0.001,0.7,-0.069,0
2004-12-31,-0.002,-0.004,-0.001,0.5,0.359,0
2005-01-03,-0.005,-0.007,-0.003,0.3,0.946,0
2005-01-04,-0.012,-0.017,-0.006,0,0.241,0
2005-01-05,-0.007,-0.019,-0.008,0,-0.051,0
2005-01-06,0.005,-0.002,-0.005,0,-0.272,0
2005-01-07,-0.001,0.004,-0.001,0.2,0.168,0
2005-01-10,0.005,0.003,0.003,0.1,0.013,0
2005-01-11,-0.007,-0.002,-0.001,0.3,0.116,0
2005-01-12,0.003,-0.004,0.000,0.1,0.152,0
2005-01-13,-0.008,-0.005,-0.004,0.2,-0.236,0
2005-01-14,0.005,-0.003,0.000,0,-0.243,0
2005-01-18,0.010,0.016,0.002,0.2,0.365,0
2005-01-19,-0.010,-0.000,0.002,0.5,-0.052,0
2005-01-20,-0.006,-0.016,-0.002,0.3,0.325,0
2005-01-21,-0.006,-0.012,-0.007,0.1,-0.123,0
2005-01-24,-0.002,-0.008,-0.005,0,-0.075,0
2005-01-25,0.003,0.001,-0.002,0,0.168,0
2005-01-26,0.003,0.006,0.001,0.2,-0.162,0
2005-01-27,0.002,0.005,0.003,0.3,-0.023,0
2005-01-28,0.000,0.002,0.002,0.4,0.087,0
2005-01-31,0.006,0.006,0.003,0.4,-0.135,0
2005-02-01,0.006,0.013,0.004,0.8,-0.051,0
2005-02-02,0.003,0.009,0.005,1,0.053,0
2005-02-03,-0.003,0.000,0.002,1,-0.069,0
2005-02-04,0.011,0.008,0.004,0.9,0.024,0
2005-02-07,-0.001,0.009,0.002,1,-0.092,0
2005-02-08,0.001,-0.000,0.004,1,-0.135,0
2005-02-09,-0.007,-0.006,-0.002,1,0.408,0
2005-02-10,0.004,-0.004,-0.001,0.7,-0.170,0
2005-02-11,0.009,0.012,0.002,0.8,0.159,0
2005-02-14,-0.001,0.008,0.004,1,-0.390,0
2005-02-15,0.004,0.003,0.004,1,0.352,0
2005-02-16,0.001,0.004,0.001,1,0.266,0
2005-02-17,-0.008,-0.007,-0.001,1,0.047,0
2005-02-18,0.001,-0.007,-0.002,0.4,-0.179,0
2005-02-22,-0.015,-0.014,-0.007,0.3,0.691,0
2005-02-23,0.007,-0.008,-0.002,0,-0.154,0
2005-02-24,0.007,0.014,-0.000,0.3,0.004,0
2005-02-25,0.010,0.017,0.008,0.5,-0.112,0
2005-02-28,-0.007,0.003,0.003,0.8,0.139,0
2005-03-01,0.005,-0.002,0.003,0.6,-0.318,0
2005-03-02,-0.000,0.004,-0.001,0.7,0.358,0
2005-03-03,0.000,-0.000,0.002,0.7,-0.047,0
2005-03-04,0.012,0.013,0.004,0.7,-0.083,0
2005-03-07,0.000,0.013,0.004,1,-0.227,0
2005-03-08,-0.004,-0.003,0.003,1,0.021,0
2005-03-09,-0.011,-0.015,-0.005,0.8,0.651,0
2005-03-10,0.002,-0.009,-0.004,0.4,-0.111,0
2005-03-11,-0.007,-0.005,-0.005,0.5,-0.110,0
2005-03-14,0.006,-0.001,0.000,0.2,-0.373,0
2005-03-15,-0.008,-0.002,-0.003,0.3,0.718,0
2005-03-16,-0.008,-0.017,-0.003,0,0.199,0
2005-03-17,0.002,-0.006,-0.005,0,-0.164,0
2005-03-18,-0.003,-0.001,-0.003,0.1,-0.038,0
2005-03-21,-0.004,-0.007,-0.002,0,0.017,0
2005-03-22,-0.010,-0.014,-0.006,0,0.510,0
2005-03-23,0.001,-0.009,-0.004,0,-0.234,0
2005-03-24,0.001,0.002,-0.003,0,-0.267,0
2005-03-28,0.001,0.003,0.001,0.1,-0.099,0
2005-03-29,-0.007,-0.005,-0.002,0.1,0.522,0
2005-03-30,0.014,0.007,0.003,0,-0.129,0
2005-03-31,-0.002,0.012,0.002,0.6,0.042,0
2005-04-01,-0.004,-0.006,0.003,0.5,0.475,0
2005-04-04,0.002,-0.003,-0.001,0.4,-0.249,0
2005-04-05,0.005,0.006,0.001,0.7,-0.345,0
2005-04-06,0.003,0.008,0.003,1,0.137,0
2005-04-07,0.005,0.009,0.004,1,-0.123,0
2005-04-08,-0.010,-0.005,-0.001,1,0.365,0
2005-04-11,0.001,-0.010,-0.001,0.6,-0.295,0
2005-04-12,0.005,0.006,-0.001,0.7,0.917,0
2005-04-13,-0.012,-0.007,-0.002,0.9,-0.234,0
2005-04-14,-0.013,-0.025,-0.007,0.5,0.457,0
2005-04-15,-0.014,-0.027,-0.013,0.1,0.339,0
2005-04-18,0.003,-0.011,-0.008,0,-0.223,0
2005-04-19,0.008,0.011,-0.001,0.1,-0.351,0
2005-04-20,-0.014,-0.006,-0.001,0.4,0.659,0
2005-04-21,0.019,0.005,0.004,0.1,-0.193,0
2005-04-22,-0.004,0.016,0.000,0.6,0.022,0
2005-04-25,0.007,0.003,0.007,0.6,-0.412,0
2005-04-26,-0.010,-0.003,-0.002,0.7,0.389,0
2005-04-27,0.004,-0.006,0.000,0.5,0.158,0
2005-04-28,-0.013,-0.009,-0.006,0.7,-0.138,0
2005-04-29,0.014,0.001,0.002,0.5,0.435,0
2005-05-02,0.006,0.019,0.002,0.8,-0.461,0
2005-05-03,0.002,0.007,0.007,1,0.535,0
2005-05-04,0.008,0.009,0.005,1,-0.057,0
2005-05-05,-0.000,0.007,0.003,1,0.196,0
2005-05-06,-0.003,-0.003,0.002,1,-0.304,0
2005-05-09,0.006,0.003,0.001,0.9,-0.351,0
2005-05-10,-0.010,-0.004,-0.002,1,0.705,0
2005-05-11,0.005,-0.005,0.000,0.6,0.228,0
2005-05-12,-0.011,-0.006,-0.005,0.8,0.038,0
2005-05-13,-0.002,-0.013,-0.003,0.4,-0.103,0
2005-05-16,0.009,0.007,-0.001,0.4,-0.423,0
2005-05-17,0.007,0.016,0.005,0.7,0.241,0
2005-05-18,0.010,0.017,0.009,0.9,0.276,0
2005-05-19,0.004,0.015,0.007,1,-0.208,0
2005-05-20,-0.001,0.003,0.004,1,-0.250,0
2005-05-23,0.006,0.004,0.003,0.9,0.101,0
2005-05-24,-0.002,0.003,0.001,1,-0.008,0
2005-05-25,-0.001,-0.003,0.001,0.9,-0.060,0
2005-05-26,0.005,0.005,0.001,0.9,-0.091,0
2005-05-27,0.002,0.007,0.002,1,-0.431,0
2005-05-31,-0.006,-0.005,0.000,1,0.764,0
2005-06-01,0.009,0.002,0.002,0.7,0.605,0
2005-06-02,0.002,0.011,0.002,1,-0.430,0
2005-06-03,-0.005,-0.003,0.002,1,0.536,0
2005-06-06,-0.001,-0.006,-0.001,0.7,-0.409,0
2005-06-07,0.001,-0.000,-0.002,0.5,0.845,0
2005-06-08,-0.002,-0.001,-0.001,0.2,-0.295,0
2005-06-09,0.005,0.003,0.001,0,0.208,0
2005-06-10,-0.002,0.002,0.000,0.5,-0.356,0
2005-06-13,0.003,0.001,0.002,0.1,0.354,0
2005-06-14,0.002,0.005,0.001,0.5,-0.314,0
2005-06-15,0.002,0.004,0.002,0.7,0.571,0
2005-06-16,0.003,0.004,0.002,1,-0.125,0
2005-06-17,0.004,0.006,0.003,1,0.107,0
2005-06-20,0.000,0.004,0.002,1,-0.204,0
2005-06-21,0.001,0.001,0.002,1,-0.028,0
2005-06-22,0.001,0.001,0.001,1,0.161,0
2005-06-23,-0.014,-0.013,-0.004,1,0.343,0
2005-06-24,-0.007,-0.021,-0.007,0,-0.058,0
2005-06-27,0.001,-0.006,-0.007,0,-0.177,0
2005-06-28,0.008,0.010,0.001,0.1,-0.145,0
2005-06-29,-0.003,0.006,0.002,0.4,0.028,0
2005-06-30,-0.005,-0.008,0.000,0.3,0.472,0
2005-07-01,0.003,-0.003,-0.002,0.1,-0.202,0
2005-07-05,0.008,0.011,0.002,0.2,0.036,0
2005-07-06,-0.008,-0.000,0.001,0.5,0.016,0
2005-07-07,0.004,-0.004,0.001,0.2,0.972,0
2005-07-08,0.011,0.015,0.002,0.4,-0.376,0
2005-07-11,0.005,0.017,0.007,0.7,-0.230,0
2005-07-12,0.003,0.008,0.006,0.8,0.044,0
2005-07-13,0.001,0.004,0.003,0.9,-0.206,0
2005-07-14,0.004,0.005,0.003,1,0.545,0
2005-07-15,-0.001,0.003,0.001,1,-0.119,0
2005-07-18,-0.004,-0.005,-0.000,1,0.009,0
2005-07-19,0.005,0.001,0.000,0.8,0.045,0
2005-07-20,0.003,0.009,0.001,0.9,0.174,0
2005-07-21,-0.006,-0.002,0.001,1,0.455,0
2005-07-22,0.007,0.001,0.001,0.7,-0.480,0
2005-07-25,-0.003,0.004,-0.001,0.9,0.089,0
2005-07-26,0.001,-0.002,0.002,0.7,-0.254,0
2005-07-27,0.004,0.005,0.001,0.7,0.010,0
2005-07-28,0.006,0.010,0.004,0.8,0.109,0
2005-07-29,-0.007,-0.000,0.001,1,0.302,0
2005-08-01,-0.001,-0.007,-0.001,0.1,-0.352,0
2005-08-02,0.006,0.005,-0.001,0,0.117,0
2005-08-03,0.003,0.009,0.003,0.5,-0.184,0
2005-08-04,-0.008,-0.005,0.000,0.7,0.381,0
2005-08-05,-0.007,-0.015,-0.004,0,0.054,0
2005-08-08,-0.002,-0.009,-0.006,0,-0.112,0
2005-08-09,0.006,0.004,-0.001,0,-0.009,0
2005-08-10,-0.000,0.006,0.001,0.3,0.545,0
2005-08-11,0.004,0.003,0.003,0.2,-0.196,0
2005-08-12,-0.006,-0.002,-0.001,0.4,-0.065,0
2005-08-15,0.006,0.000,0.001,0.1,-0.339,0
2005-08-16,-0.013,-0.007,-0.004,0.3,0.987,0
2005-08-17,-0.000,-0.013,-0.002,0,-0.134,0
2005-08-18,-0.000,-0.000,-0.004,0,-0.143,0
2005-08-19,0.002,0.002,0.001,0,-0.254,0
2005-08-22,0.000,0.002,0.001,0.1,0.755,0
2005-08-23,-0.002,-0.002,0.000,0.1,-0.211,0
2005-08-24,-0.009,-0.011,-0.004,0,0.434,0
2005-08-25,0.004,-0.005,-0.002,0,-0.550,0
2005-08-26,-0.007,-0.003,-0.004,0.2,0.739,0
2005-08-29,0.008,0.001,0.002,0,-0.093,0
2005-08-30,-0.005,0.002,-0.001,0.4,0.320,0
2005-08-31,0.013,0.007,0.005,0.2,0.388,0
2005-09-01,-0.001,0.012,0.002,0.8,-0.276,0
2005-09-02,-0.002,-0.003,0.003,0.7,-0.361,0
2005-09-06,0.012,0.010,0.003,0.9,0.201,0
2005-09-07,0.002,0.013,0.004,1,-0.271,0
2005-09-08,-0.003,-0.002,0.004,1,-0.064,0
2005-09-09,0.009,0.006,0.003,0.9,0.103,0
2005-09-12,-0.002,0.007,0.001,1,-0.234,0
2005-09-13,-0.006,-0.008,0.000,0.9,0.770,0
2005-09-14,-0.004,-0.009,-0.004,0.7,-0.013,0
2005-09-15,-0.000,-0.004,-0.003,0.6,0.268,0
2005-09-16,0.007,0.007,0.001,0.6,0.031,0
2005-09-19,-0.003,0.004,0.001,0.6,-0.293,0
2005-09-20,-0.008,-0.012,-0.001,0.5,0.583,0
2005-09-21,-0.009,-0.018,-0.007,0,0.118,0
2005-09-22,0.004,-0.006,-0.004,0,-0.104,0
2005-09-23,0.001,0.004,-0.001,0.1,-0.298,0
2005-09-26,0.001,0.002,0.002,0.2,0.186,0
2005-09-27,-0.000,0.001,0.001,0.2,-0.061,0
2005-09-28,0.001,0.001,0.001,0.2,-0.114,0
2005-09-29,0.008,0.009,0.003,0.3,0.136,0
2005-09-30,0.003,0.011,0.004,0.6,-0.282,0
2005-10-03,-0.004,-0.000,0.002,1,0.066,0
2005-10-04,-0.011,-0.015,-0.004,0.8,0.192,0
2005-10-05,-0.013,-0.024,-0.009,0.2,0.745,0
2005-10-06,-0.004,-0.017,-0.009,0,0.329,0
2005-10-07,0.003,-0.000,-0.005,0,-0.463,0
2005-10-10,-0.008,-0.005,-0.003,0.2,-0.304,0
2005-10-11,-0.001,-0.010,-0.002,0,0.436,0
2005-10-12,-0.008,-0.009,-0.006,0,0.329,0
2005-10-13,-0.001,-0.008,-0.003,0,-0.015,0
2005-10-14,0.011,0.010,0.001,0,-0.105,0
2005-10-17,0.004,0.014,0.005,0.4,-0.232,0
2005-10-18,-0.011,-0.007,0.001,0.5,0.101,0
2005-10-19,0.017,0.006,0.003,0.3,0.554,0
2005-10-20,-0.018,-0.001,-0.004,0.7,0.132,0
2005-10-21,0.004,-0.014,0.001,0.5,-0.268,0
2005-10-24,0.015,0.019,0.000,0.7,-0.262,0
2005-10-25,-0.002,0.013,0.006,1,0.074,0
2005-10-26,-0.003,-0.005,0.003,1,0.056,0
2005-10-27,-0.011,-0.014,-0.005,0.9,-0.176,0
2005-10-28,0.014,0.004,0.000,0.7,0.086,0
2005-10-31,0.003,0.017,0.002,1,0.074,0
2005-11-01,0.003,0.006,0.007,1,-0.146,0
2005-11-02,0.010,0.013,0.005,1,0.115,0
2005-11-03,0.004,0.015,0.006,1,0.147,0
2005-11-04,-0.001,0.003,0.004,1,-0.303,0
2005-11-07,0.001,-0.000,0.001,1,-0.209,0
2005-11-08,0.000,0.001,0.000,1,-0.099,0
2005-11-09,0.001,0.001,0.001,1,0.368,0
2005-11-10,0.008,0.009,0.003,1,0.371,0
2005-11-11,0.003,0.011,0.004,1,-0.559,0
2005-11-14,-0.001,0.003,0.003,1,0.293,0
2005-11-15,-0.004,-0.004,-0.001,1,0.543,0
2005-11-16,0.002,-0.002,-0.001,0.8,-0.265,0
2005-11-17,0.009,0.011,0.002,0.8,0.090,0
2005-11-18,0.004,0.013,0.005,1,0.300,0
2005-11-21,0.005,0.009,0.006,1,-0.309,0
2005-11-22,0.004,0.009,0.004,1,0.328,0
2005-11-23,0.006,0.010,0.005,1,-0.235,0
2005-11-25,0.001,0.007,0.004,1,-0.700,0
2005-11-28,-0.007,-0.006,0.000,1,2.569,0
2005-11-29,-0.001,-0.008,-0.002,0.5,-0.051,0
2005-11-30,-0.005,-0.006,-0.004,0.4,0.082,0
2005-12-01,0.010,0.005,0.001,0,0.169,0
2005-12-02,0.001,0.011,0.002,0.4,-0.287,0
2005-12-05,-0.002,-0.001,0.003,0.4,0.269,0
2005-12-06,0.002,-0.000,0.000,0.3,-0.023,0
2005-12-07,-0.006,-0.004,-0.002,0.3,0.153,0
2005-12-08,-0.001,-0.006,-0.002,0,-0.063,0
2005-12-09,0.003,0.002,-0.001,0,-0.189,0
2005-12-12,0.001,0.004,0.001,0.1,-0.046,0
2005-12-13,0.007,0.008,0.004,0.2,0.832,0
2005-12-14,0.004,0.011,0.004,0.4,-0.274,0
2005-12-15,-0.003,0.001,0.003,0.6,-0.132,0
2005-12-16,-0.003,-0.006,-0.001,0.6,-0.173,0
2005-12-19,-0.005,-0.008,-0.004,0,0.054,0
2005-12-20,0.001,-0.004,-0.002,0,-0.044,0
2005-12-21,0.002,0.003,-0.001,0.1,0.112,0
2005-12-22,0.005,0.007,0.003,0.1,-0.378,0
2005-12-23,0.001,0.006,0.003,0.4,-0.132,0
2005-12-27,-0.010,-0.010,-0.001,0.4,0.591,0
2005-12-28,0.002,-0.008,-0.002,0,-0.309,0
2005-12-29,-0.004,-0.002,-0.004,0.1,0.066,0
2005-12-30,-0.005,-0.010,-0.002,0,0.362,0
2006-01-03,0.018,0.012,0.003,0,0.641,0
2006-01-04,0.005,0.022,0.006,0.5,-0.292,0
2006-01-05,0.001,0.005,0.008,0.6,-0.088,0
2006-01-06,0.008,0.009,0.005,0.7,0.329,0
2006-01-09,0.003,0.011,0.004,1,-0.308,0
2006-01-10,0.001,0.004,0.004,1,0.033,0
2006-01-11,0.003,0.004,0.002,1,0.103,0
2006-01-12,-0.004,-0.001,0.000,1,-0.183,0
2006-01-13,-0.001,-0.005,-0.001,0.8,0.107,0
2006-01-17,-0.003,-0.004,-0.003,0.8,0.161,0
2006-01-18,-0.004,-0.007,-0.003,0.7,0.442,0
2006-01-19,0.004,-0.000,-0.001,0.5,0.086,0
2006-01-20,-0.018,-0.014,-0.006,0.6,0.410,0
2006-01-23,0.004,-0.015,-0.003,0.1,-0.417,0
2006-01-24,0.001,0.005,-0.004,0.1,-0.209,0
2006-01-25,0.001,0.002,0.002,0.2,0.655,0
2006-01-26,0.006,0.006,0.003,0.2,-0.188,0
2006-01-27,0.009,0.015,0.005,0.4,-0.077,0
2006-01-30,-0.001,0.008,0.005,0.6,-0.487,0
2006-01-31,-0.007,-0.008,0.000,0.6,1.164,0
2006-02-01,0.007,-0.000,-0.000,0.3,-0.129,0
2006-02-02,-0.012,-0.005,-0.004,0.7,0.316,0
2006-02-03,-0.005,-0.017,-0.003,0.2,0.029,0
2006-02-06,0.003,-0.002,-0.005,0.1,-0.471,0
2006-02-07,-0.009,-0.006,-0.004,0.2,0.565,0
2006-02-08,0.009,0.000,0.001,0,-0.166,0
2006-02-09,-0.002,0.007,-0.001,0.4,0.044,0
2006-02-10,0.002,0.000,0.003,0.3,0.040,0
2006-02-13,-0.002,0.000,-0.001,0.4,-0.189,0
2006-02-14,0.011,0.009,0.004,0.3,0.739,0
2006-02-15,0.004,0.014,0.004,0.8,-0.060,0
