Date,Gains,Multi Day Gains,SMA Gains,Stoch RSI,Single Day Volume,-1,Stoch Avg,SMA Gains Avg,Buys Avg,Expon Moving Avg,Triple Expon Smoothed,Bond Gains,Bond Vol,Bond Expon Avg,Bond Triple,Trs Gains,Trs Vol,Trs Expon Avg,Trs Triple
2010-02-08,-0.007,-0.005,-0.012,0.1,-0.546,-1,0.217,-0.003,0.000,-0.005,-0.260,0.000,-0.545,0.001,-0.379,-0.000,-0.369,0.002,-0.128
2010-02-09,0.013,0.005,0.003,0.1,0.507,1,0.233,-0.002,0.000,-0.001,0.528,-0.002,0.682,0.000,1.026,-0.006,0.066,0.000,-0.156
2010-02-10,-0.002,0.011,0.001,0.5,-0.288,-1,0.267,-0.003,0.000,-0.001,-0.246,-0.002,-0.344,-0.000,0.332,0.003,-0.472,0.001,0.098
2010-02-11,0.010,0.008,0.007,0.5,-0.070,1,0.283,-0.003,0.000,0.001,0.303,-0.002,0.114,-0.001,0.278,-0.000,0.003,0.001,-0.089
2010-02-12,-0.001,0.010,0.002,0.8,0.362,1,0.350,-0.002,0.000,0.001,-0.317,0.001,-0.232,-0.000,-0.167,0.003,-0.299,0.001,0.069
2010-02-16,0.016,0.015,0.008,0.8,-0.477,1,0.467,0.002,-0.167,0.004,0.243,0.001,2.212,-0.000,-0.643,-0.008,0.374,-0.001,-0.088
2010-02-17,0.005,0.021,0.007,1,0.060,1,0.617,0.005,-0.167,0.004,0.207,-0.002,-0.470,-0.000,0.955,0.009,-0.195,0.001,0.078
2010-02-18,0.006,0.011,0.009,1,0.147,1,0.767,0.006,0.000,0.005,0.197,-0.001,-0.226,-0.001,0.378,0.000,-0.174,0.001,0.000
2010-02-19,0.002,0.008,0.004,1,0.150,-1,0.850,0.006,0.000,0.004,0.189,0.000,-0.003,-0.000,0.000,0.003,0.384,0.002,0.083
2010-02-22,0.000,0.002,0.003,1,-0.406,1,0.933,0.006,0.167,0.003,0.095,-0.000,-0.048,-0.000,0.260,-0.002,-0.340,0.001,-0.050
2010-02-23,-0.012,-0.012,-0.003,1,0.568,-1,0.967,0.005,0.167,-0.000,-0.135,0.004,0.065,0.001,-0.220,0.005,0.008,0.002,0.054
2010-02-24,0.009,-0.003,-0.001,0.7,-0.150,1,0.950,0.003,0.167,0.002,0.133,0.001,-0.266,0.001,-0.207,-0.002,0.520,0.001,-0.077
2010-02-25,-0.001,0.008,-0.001,0.9,0.472,1,0.933,0.002,0.167,0.001,-0.173,0.001,1.267,0.001,-0.591,-0.002,-0.154,0.000,-0.071
2010-02-26,0.001,-0.001,0.003,0.9,-0.331,1,0.917,0.001,0.000,0.001,0.140,0.001,0.091,0.001,-1.577,-0.003,0.032,-0.000,-0.079
2010-03-01,0.010,0.011,0.003,0.9,-0.149,1,0.900,0.001,0.000,0.003,0.104,0.001,-0.396,0.001,-1.649,0.003,0.267,0.000,0.108
2010-03-02,0.003,0.013,0.005,1,0.090,1,0.900,0.001,-0.167,0.003,0.103,0.001,0.256,0.001,-3.192,-0.003,-0.234,-0.000,-0.075
2010-03-03,0.001,0.004,0.005,1,-0.063,1,0.900,0.002,-0.167,0.003,0.087,0.000,0.031,0.001,1.502,-0.006,0.374,-0.002,-0.111
2010-03-04,0.003,0.004,0.002,1,-0.100,1,0.950,0.003,-0.167,0.003,0.072,0.001,-0.370,0.001,0.378,0.006,-0.375,0.000,0.078
2010-03-05,0.014,0.017,0.006,1,0.297,1,0.967,0.004,-0.167,0.005,0.088,-0.002,0.952,0.000,-0.536,-0.000,-0.119,0.000,-0.064
2010-03-08,0.000,0.014,0.006,1,-0.349,1,0.983,0.004,0.000,0.004,0.052,-0.002,-0.200,-0.000,-0.923,-0.000,0.172,0.000,-0.080
2010-03-09,0.002,0.002,0.005,1,0.348,1,1.000,0.005,0.000,0.004,0.067,0.001,-0.198,-0.000,9.606,0.002,-0.353,0.000,0.056
2010-03-10,0.004,0.006,0.002,1,0.204,1,1.000,0.004,0.000,0.004,0.076,-0.001,0.988,-0.000,-1.801,-0.002,-0.141,-0.000,-0.046
2010-03-11,0.004,0.009,0.003,1,-0.136,1,1.000,0.004,0.000,0.004,0.061,-0.000,-0.706,-0.000,0.661,-0.002,0.522,-0.001,-0.073
2010-03-12,0.000,0.004,0.003,1,0.008,1,1.000,0.004,0.000,0.003,0.058,0.000,0.644,-0.000,-0.654,-0.006,0.614,-0.002,-0.127
2010-03-15,0.000,0.000,0.001,1,-0.094,1,1.000,0.003,0.000,0.002,0.050,0.001,-0.172,0.000,-1.568,0.006,-0.452,-0.000,0.080
2010-03-16,0.008,0.008,0.003,1,0.149,-1,1.000,0.003,0.000,0.004,0.054,0.002,0.140,0.001,3.148,-0.007,0.632,-0.002,-0.120
2010-03-17,0.006,0.014,0.005,1,0.052,-1,1.000,0.003,0.000,0.004,0.054,0.000,-0.274,0.000,0.551,0.000,-0.068,-0.001,0.127
2010-03-18,-0.001,0.005,0.004,1,0.107,1,1.000,0.003,0.167,0.003,-0.057,-0.002,0.561,-0.000,-0.555,0.007,0.107,0.001,0.125
2010-03-19,-0.005,-0.006,0.000,1,0.153,1,1.000,0.003,0.167,0.001,-0.069,0.001,-0.425,0.000,0.716,0.007,0.317,0.002,0.146
2010-03-22,0.005,0.000,-0.000,0.4,-0.186,-1,0.900,0.002,0.000,0.002,0.061,0.001,0.418,0.000,0.592,-0.003,-0.352,0.001,-0.083
2010-03-23,0.007,0.012,0.002,0.5,-0.008,-1,0.817,0.002,0.000,0.003,0.057,0.000,0.113,0.000,0.000,0.003,-0.289,0.001,0.064
2010-03-24,-0.005,0.002,0.002,0.7,0.072,-1,0.767,0.002,0.000,0.001,-0.058,-0.005,0.214,-0.001,-0.502,0.013,1.182,0.004,0.132
2010-03-25,-0.002,-0.006,0.000,0.1,0.139,1,0.617,0.001,0.167,0.001,-0.070,-0.003,0.527,-0.001,-1.542,0.003,0.112,0.004,0.129
2010-03-26,-0.001,-0.002,-0.003,0,-0.079,1,0.450,0.000,-0.167,0.000,-0.069,0.002,-0.136,-0.001,-2.460,-0.007,-0.492,0.001,-0.058
2010-03-29,0.006,0.006,0.001,0,-0.346,-1,0.283,0.000,-0.167,0.002,0.048,-0.002,-0.012,-0.001,-1.665,-0.005,-0.166,-0.000,-0.051
2010-03-30,0.001,0.007,0.002,0.3,0.084,1,0.267,0.001,0.167,0.001,0.050,0.002,-0.454,-0.000,-1.366,0.004,0.989,0.001,0.108
2010-03-31,-0.003,-0.003,0.001,0.3,0.105,1,0.233,0.001,0.167,0.000,-0.053,0.001,-0.006,0.000,3.713,-0.005,-0.401,-0.000,-0.058
2010-04-01,0.007,0.003,0.002,0,0.001,1,0.117,0.001,0.167,0.002,0.056,-0.000,0.307,0.000,-1.030,-0.006,-0.184,-0.002,-0.050
2010-04-05,0.008,0.015,0.004,0.3,-0.343,-1,0.150,0.001,-0.167,0.003,0.035,-0.006,0.350,-0.001,46.686,0.005,-0.435,-0.000,0.030
2010-04-06,0.002,0.011,0.006,0.6,0.043,1,0.250,0.003,0.167,0.003,0.035,0.001,-0.403,-0.001,-0.585,0.003,0.871,0.001,0.055
2010-04-07,-0.006,-0.003,0.001,0.7,0.672,1,0.367,0.003,0.167,0.001,-0.056,0.004,0.080,0.000,-1.520,0.002,0.901,0.001,0.098
2010-04-08,0.003,-0.002,-0.000,0.2,-0.140,1,0.350,0.002,0.000,0.001,0.051,-0.001,0.271,-0.000,-3.714,-0.001,-0.237,0.000,-0.068
2010-04-09,0.007,0.010,0.001,0.5,-0.162,1,0.383,0.002,0.000,0.003,0.041,0.002,-0.495,0.000,-0.691,-0.008,0.343,-0.001,-0.098
2010-04-12,0.002,0.008,0.004,0.8,-0.171,1,0.517,0.003,0.000,0.003,0.033,0.001,0.794,0.001,-4.011,-0.004,-0.197,-0.002,-0.088
2010-04-13,0.001,0.002,0.003,0.9,0.134,1,0.617,0.003,0.167,0.002,0.036,0.002,-0.234,0.001,1.020,0.000,-0.308,-0.002,0.000
2010-04-14,0.011,0.012,0.005,0.9,0.292,-1,0.667,0.002,-0.167,0.004,0.045,-0.001,0.302,0.000,-0.658,-0.005,2.268,-0.002,-0.217
2010-04-15,0.001,0.012,0.004,1,-0.105,1,0.717,0.003,0.000,0.003,0.038,0.002,0.177,0.001,2.262,0.004,-0.849,-0.001,0.042
2010-04-16,-0.016,-0.015,-0.001,1,1.536,1,0.850,0.003,0.000,-0.001,-0.094,0.002,-0.323,0.001,0.469,0.003,0.715,-0.000,0.069
2010-04-19,0.004,-0.012,-0.004,0,-0.406,-1,0.767,0.002,-0.167,0.000,0.061,-0.001,-0.094,0.001,-0.289,0.002,-0.585,0.000,0.027
2010-04-20,0.009,0.013,-0.001,0.1,-0.276,1,0.650,0.001,0.000,0.002,0.042,0.001,-0.104,0.001,0.365,0.002,0.216,0.001,0.032
2010-04-21,-0.002,0.007,0.004,0.4,0.223,1,0.567,0.001,0.000,0.001,-0.049,0.001,0.802,0.001,0.482,0.002,0.970,0.001,0.061
2010-04-22,0.003,0.001,0.003,0.3,-0.402,-1,0.467,0.001,0.000,0.002,0.031,-0.001,-0.324,0.000,-0.220,0.005,-0.118,0.002,0.050
2010-04-23,0.007,0.010,0.003,0.4,0.537,-1,0.367,0.001,-0.167,0.003,0.046,-0.001,0.119,0.000,-0.315,-0.002,-0.004,0.001,-0.048
2010-04-26,-0.004,0.003,0.002,0.5,-0.191,1,0.283,0.001,0.000,0.001,-0.036,-0.001,-0.161,-0.000,-0.386,-0.000,-0.441,0.001,-0.028
2010-04-27,-0.024,-0.027,-0.007,0.3,1.481,1,0.333,0.001,0.167,-0.004,-0.092,0.004,0.338,0.001,0.841,0.012,2.912,0.003,0.113
2010-04-28,0.008,-0.016,-0.007,0,-0.155,-1,0.317,-0.000,-0.167,-0.002,0.085,-0.001,0.225,0.000,-0.560,-0.000,-0.320,0.003,-0.069
2010-04-29,0.012,0.020,-0.001,0.1,-0.356,1,0.267,-0.001,0.000,0.001,0.051,0.000,-0.060,0.000,1.195,-0.005,-0.501,0.001,-0.037
2010-04-30,-0.017,-0.005,0.001,0.4,0.393,-1,0.283,-0.002,0.000,-0.003,-0.067,0.003,-0.251,0.001,0.408,-0.002,-0.161,0.000,-0.032
2010-05-03,0.013,-0.004,0.003,0,-0.323,-1,0.217,-0.001,0.000,0.001,0.049,-0.001,0.034,0.000,-0.300,0.006,-0.033,0.002,0.032
2010-05-04,-0.024,-0.011,-0.009,0.2,0.972,-1,0.167,-0.003,-0.167,-0.005,-0.091,0.003,-0.123,0.001,0.375,0.011,2.567,0.004,0.111
2010-05-05,-0.006,-0.029,-0.006,0,-0.087,-1,0.117,-0.003,-0.167,-0.005,-0.092,0.001,0.078,0.001,0.294,0.009,2.860,0.005,0.387
2010-05-06,-0.033,-0.039,-0.021,0,0.968,1,0.117,-0.006,0.167,-0.011,-0.199,0.004,2.093,0.002,0.703,0.008,-0.510,0.006,0.137
2010-05-07,-0.015,-0.048,-0.018,0,-0.015,-1,0.100,-0.008,-0.167,-0.012,-0.245,-0.002,-0.509,0.001,-0.203,-0.004,-0.298,0.003,-0.084
2010-05-10,0.044,0.029,-0.001,0,-0.379,1,0.033,-0.009,0.000,0.000,0.202,-0.001,-0.326,0.000,-0.171,-0.002,0.014,0.002,-0.094
2010-05-11,-0.003,0.041,0.009,0.4,-0.198,-1,0.100,-0.008,0.000,-0.000,-0.135,0.001,0.100,0.001,0.228,0.004,-0.530,0.003,0.049
2010-05-12,0.014,0.011,0.018,0.4,-0.259,-1,0.133,-0.003,0.000,0.003,0.115,-0.003,2.916,-0.000,-0.726,0.003,-0.092,0.003,0.042
2010-05-13,-0.012,0.001,-0.000,0.5,-0.005,1,0.217,-0.002,0.000,-0.000,-0.103,0.002,-0.814,0.000,0.492,0.006,0.173,0.003,0.047
2010-05-14,-0.018,-0.030,-0.005,0.4,0.474,-1,0.283,0.000,-0.167,-0.004,-0.169,0.003,0.690,0.001,0.557,0.009,0.296,0.005,0.058
2010-05-17,0.001,-0.018,-0.010,0.4,-0.057,-1,0.350,0.002,0.000,-0.003,0.192,0.000,-0.455,0.001,0.195,0.000,-0.228,0.004,0.000
2010-05-18,-0.014,-0.013,-0.010,0.4,0.107,-1,0.417,0.000,0.000,-0.006,-0.178,0.004,0.977,0.001,0.323,0.011,0.789,0.005,0.076
2010-05-19,-0.006,-0.019,-0.006,0.3,0.095,1,0.400,-0.002,0.167,-0.006,-0.237,0.000,-0.390,0.001,0.149,-0.009,0.054,0.002,-0.075
2010-05-20,-0.038,-0.043,-0.019,0.3,0.344,-1,0.383,-0.008,0.000,-0.013,-0.418,0.002,0.744,0.001,0.226,-0.005,0.242,0.001,-0.100
2010-05-21,0.015,-0.024,-0.010,0,-0.056,1,0.300,-0.010,0.000,-0.007,0.678,0.001,0.245,0.001,0.229,-0.004,-0.323,-0.000,-0.076
2010-05-24,-0.013,0.002,-0.012,0.3,-0.461,-1,0.283,-0.011,0.000,-0.008,-0.218,-0.000,-0.161,0.001,-0.156,0.010,-0.557,0.002,0.036
2010-05-25,0.001,-0.012,0.001,0.1,0.470,1,0.233,-0.009,0.167,-0.006,0.409,0.000,0.282,0.001,0.238,0.003,1.301,0.002,0.080
2010-05-26,-0.006,-0.005,-0.006,0.2,-0.118,-1,0.200,-0.009,0.000,-0.006,-0.256,-0.001,-0.347,0.000,-0.125,0.007,-0.441,0.003,0.042
2010-05-27,0.033,0.027,0.009,0.1,-0.140,-1,0.167,-0.006,-0.167,0.003,0.296,-0.004,0.244,-0.001,-0.178,-0.011,-0.065,0.000,-0.037
2010-05-28,-0.013,0.021,0.005,0.7,-0.010,1,0.233,-0.002,0.167,-0.001,-0.226,0.002,-0.412,-0.000,0.128,0.006,-0.233,0.001,0.030
2010-06-01,-0.017,-0.029,0.001,0.5,-0.067,1,0.317,-0.000,0.167,-0.004,-0.273,0.001,0.163,0.000,-0.132,0.000,0.119,0.001,0.032
2010-06-02,0.026,0.009,-0.001,0.4,-0.136,-1,0.333,0.001,0.000,0.002,0.324,-0.001,3.477,-0.000,-0.679,-0.000,0.139,0.001,-0.036
2010-06-03,0.003,0.030,0.004,0.9,-0.057,-1,0.467,0.002,-0.167,0.002,0.231,-0.001,-0.554,-0.000,-0.943,0.005,0.475,0.002,0.054
2010-06-04,-0.035,-0.032,-0.002,1,0.758,1,0.600,0.003,0.167,-0.006,-0.330,0.003,0.722,0.000,28.421,0.012,-0.188,0.004,0.042
2010-06-07,-0.012,-0.047,-0.015,0.5,-0.336,-1,0.667,-0.001,0.167,-0.007,-0.327,0.003,-0.769,0.001,0.223,0.002,-0.380,0.004,0.025
2010-06-08,0.011,-0.002,-0.012,0.4,0.352,1,0.617,-0.004,0.000,-0.003,0.656,-0.000,0.139,0.001,-0.208,-0.003,0.322,0.002,-0.032
2010-06-09,-0.005,0.005,-0.002,0.6,-0.251,1,0.633,-0.005,-0.167,-0.004,-0.297,0.000,-0.172,0.001,0.000,-0.004,0.011,0.001,-0.034
2010-06-10,0.029,0.024,0.012,0.5,0.186,-1,0.650,-0.003,0.000,0.004,0.501,-0.004,0.895,-0.000,-0.412,-0.011,0.031,-0.002,-0.036
2010-06-11,0.005,0.034,0.010,1,-0.326,1,0.667,-0.002,0.000,0.004,0.225,0.002,-0.265,0.000,0.515,0.003,-0.223,-0.001,0.029
2010-06-14,-0.002,0.003,0.011,1,-0.032,1,0.667,0.001,-0.167,0.003,-0.178,0.000,-0.131,0.000,0.295,-0.009,0.609,-0.003,-0.045
2010-06-15,0.023,0.021,0.009,1,0.150,1,0.750,0.005,-0.167,0.007,0.248,-0.002,0.498,-0.000,-0.341,-0.008,-0.029,-0.004,-0.046
2010-06-16,-0.000,0.022,0.007,1,-0.092,1,0.850,0.008,-0.167,0.006,-0.181,0.002,-0.181,0.000,0.424,0.003,-0.434,-0.002,0.027
2010-06-17,0.002,0.001,0.008,1,0.216,-1,0.917,0.010,0.000,0.005,0.268,0.003,0.186,0.001,0.353,-0.006,0.082,-0.003,-0.029
2010-06-18,0.001,0.003,0.001,1,-0.339,-1,1.000,0.008,0.000,0.004,-0.140,-0.000,0.149,0.001,-0.300,-0.000,0.115,-0.002,-0.033
2010-06-21,-0.003,-0.002,0.000,0.9,0.225,-1,0.983,0.006,0.000,0.002,-0.199,0.000,-0.308,0.000,0.297,0.004,0.318,-0.001,0.045
2010-06-22,-0.017,-0.019,-0.006,0.9,0.123,-1,0.967,0.003,0.000,-0.002,-0.279,0.002,-0.204,0.001,0.182,0.002,-0.288,-0.000,0.031
2010-06-23,-0.003,-0.020,-0.008,0.6,0.064,1,0.900,0.000,0.167,-0.002,-0.412,0.002,0.174,0.001,0.181,-0.004,-0.230,-0.001,-0.023
2010-06-24,-0.017,-0.020,-0.012,0.5,0.055,-1,0.817,-0.003,0.167,-0.005,-0.738,-0.001,-0.226,0.001,-0.118,0.000,-0.152,-0.001,0.000
2010-06-25,0.004,-0.012,-0.005,0.2,-0.111,-1,0.683,-0.005,0.000,-0.003,2.510,0.001,-0.004,0.001,0.134,-0.006,0.345,-0.002,-0.027
2010-06-28,-0.003,0.001,-0.005,0.3,-0.291,-1,0.567,-0.006,0.000,-0.003,-0.507,0.002,1.737,0.001,0.323,0.005,0.064,-0.000,0.029
2010-06-29,-0.031,-0.034,-0.010,0.2,1.208,-1,0.450,-0.008,0.000,-0.009,-2.270,0.002,-0.034,0.001,0.236,0.005,0.248,0.001,0.035
2010-06-30,-0.010,-0.040,-0.015,0,-0.240,-1,0.300,-0.009,0.000,-0.010,1.359,0.000,0.083,0.001,0.207,-0.001,-0.367,0.000,-0.022
2010-07-01,-0.004,-0.014,-0.015,0,0.348,1,0.200,-0.010,0.000,-0.008,0.777,0.000,0.268,0.001,-0.217,-0.018,1.728,-0.004,-0.060
2010-07-02,-0.005,-0.010,-0.006,0,-0.391,1,0.117,-0.009,0.000,-0.008,0.266,-0.001,-0.607,0.000,-0.109,-0.001,-0.274,-0.003,-0.047
2010-07-06,0.007,0.001,-0.001,0,0.101,1,0.083,-0.009,0.167,-0.004,-0.232,0.002,0.230,0.001,0.150,-0.003,0.517,-0.003,-0.074
2010-07-07,0.031,0.038,0.011,0.1,-0.012,1,0.050,-0.006,0.167,0.004,-0.298,-0.001,-0.254,0.000,-0.098,-0.003,-0.579,-0.003,-0.034
2010-07-08,0.010,0.042,0.016,0.6,-0.169,1,0.117,-0.002,0.167,0.005,-0.352,-0.001,0.053,0.000,-0.114,-0.001,0.019,-0.003,-0.036
2010-07-09,0.007,0.017,0.016,0.8,-0.312,1,0.250,0.003,0.167,0.005,-0.374,-0.001,-0.060,-0.000,-0.121,0.002,-0.192,-0.002,0.030
2010-07-12,0.001,0.008,0.006,1,-0.095,1,0.417,0.007,0.000,0.004,-0.540,0.000,-0.269,-0.000,0.100,0.003,-0.121,-0.001,0.025
2010-07-13,0.015,0.016,0.008,1,0.623,1,0.583,0.009,0.000,0.007,-1.909,-0.002,0.208,-0.001,-0.110,-0.009,1.521,-0.002,-0.063
2010-07-14,-0.000,0.015,0.005,1,-0.134,-1,0.750,0.010,-0.167,0.005,-1.819,0.003,0.548,0.000,0.192,-0.002,-0.483,-0.002,-0.035
2010-07-15,0.000,0.000,0.005,1,0.260,1,0.900,0.009,0.000,0.004,-2.799,0.001,2.675,0.000,0.591,-0.012,1.259,-0.004,-0.081
2010-07-16,-0.028,-0.027,-0.009,1,0.217,1,0.967,0.005,0.000,-0.003,-1.893,0.003,-0.880,0.001,0.045,0.002,-0.230,-0.003,0.068
2010-07-19,0.006,-0.022,-0.007,0.6,-0.340,-1,0.933,0.001,-0.167,-0.001,-1.400,-0.001,0.299,0.001,-0.055,0.001,-0.610,-0.002,0.025
2010-07-20,0.011,0.017,-0.004,0.7,0.383,1,0.883,-0.000,0.000,0.002,4.840,-0.000,4.665,0.000,-0.332,0.002,1.724,-0.001,0.066
2010-07-21,-0.013,-0.002,0.001,0.8,0.025,1,0.850,-0.001,0.000,-0.002,-0.849,0.004,-0.693,0.001,0.153,0.007,-0.290,0.001,0.044
2010-07-22,0.022,0.009,0.007,0.7,0.039,1,0.800,-0.001,0.167,0.004,5.850,-0.001,-0.401,0.001,-0.079,-0.008,-0.423,-0.001,-0.024
2010-07-23,0.009,0.031,0.006,0.9,-0.192,1,0.783,-0.001,0.000,0.005,0.690,-0.002,0.506,0.000,-0.130,-0.002,0.390,-0.001,-0.034
2010-07-26,0.010,0.019,0.014,1,-0.169,-1,0.783,0.003,-0.167,0.006,0.339,0.000,-0.201,0.000,0.119,-0.005,-0.095,-0.002,-0.032
2010-07-27,-0.000,0.010,0.006,1,0.111,-1,0.850,0.005,0.000,0.005,-0.281,-0.000,0.430,0.000,-0.152,0.002,-0.211,-0.001,0.026
2010-07-28,-0.006,-0.007,0.001,1,-0.204,1,0.900,0.006,-0.167,0.002,-0.312,0.002,-0.370,0.000,0.113,-0.000,0.186,-0.001,-0.030
2010-07-29,-0.005,-0.011,-0.004,0.8,0.350,1,0.900,0.005,0.000,0.001,-0.611,0.001,-0.013,0.001,0.100,-0.007,0.248,-0.002,-0.039
2010-07-30,-0.000,-0.005,-0.004,0.7,-0.000,-1,0.900,0.003,0.000,0.001,-1.570,0.001,1.979,0.001,0.271,0.000,-0.487,-0.002,0.021
2010-08-02,0.023,0.022,0.006,0.7,-0.145,1,0.867,0.003,0.000,0.006,-2.356,-0.000,0.469,0.001,-0.314,-0.009,1.271,-0.003,-0.047
2010-08-03,-0.005,0.018,0.006,1,-0.221,-1,0.867,0.002,0.167,0.003,-1.354,0.003,-0.444,0.001,0.254,-0.004,-0.091,-0.004,-0.044
2010-08-04,0.007,0.002,0.008,0.9,0.079,-1,0.850,0.002,0.000,0.004,-4.129,-0.002,0.265,0.000,-0.256,0.006,1.469,-0.001,0.115
2010-08-05,-0.001,0.006,0.000,1,-0.112,1,0.850,0.002,0.000,0.003,-1.172,0.002,-0.517,0.001,0.166,-0.003,-0.538,-0.002,-0.047
2010-08-06,-0.004,-0.005,0.001,1,0.707,-1,0.883,0.003,-0.167,0.001,11.632,0.003,2.354,0.001,0.478,-0.005,-0.029,-0.002,-0.048
2010-08-09,0.005,0.001,0.000,0.8,-0.496,-1,0.900,0.004,-0.167,0.002,-0.464,-0.001,-0.831,0.001,-0.055,0.005,-0.490,-0.001,0.026
2010-08-10,-0.005,-0.000,-0.001,0.9,1.011,-1,0.933,0.002,-0.167,0.001,1.741,0.002,1.630,0.001,0.152,0.002,1.558,-0.000,0.065
2010-08-11,-0.027,-0.033,-0.009,0.5,0.126,-1,0.850,-0.000,-0.167,-0.006,0.715,0.001,-0.230,0.001,0.102,0.017,0.860,0.004,0.113
2010-08-12,-0.006,-0.033,-0.013,0,-0.124,1,0.700,-0.004,0.000,-0.006,0.365,-0.002,-0.442,0.000,-0.052,0.003,-0.356,0.003,0.065
2010-08-13,-0.003,-0.009,-0.012,0,-0.337,1,0.533,-0.006,0.167,-0.005,0.177,0.003,0.388,0.001,0.075,0.004,-0.399,0.004,0.037
2010-08-16,-0.000,-0.003,-0.003,0,-0.068,1,0.367,-0.006,0.167,-0.004,0.140,0.004,-0.127,0.002,0.061,-0.006,-0.352,0.001,-0.023
2010-08-17,0.012,0.012,0.003,0,0.165,-1,0.233,-0.006,0.000,-0.000,-0.143,-0.001,0.407,0.001,-0.081,-0.003,0.263,0.000,-0.030
2010-08-18,0.002,0.014,0.005,0.3,0.062,-1,0.133,-0.005,0.000,0.000,-0.178,-0.001,-0.393,0.001,-0.054,0.001,-0.475,0.001,0.016
2010-08-19,-0.017,-0.016,-0.001,0.3,0.453,-1,0.100,-0.003,0.000,-0.004,0.314,0.002,-0.020,0.001,0.056,0.002,0.333,0.001,0.021
2010-08-20,-0.003,-0.021,-0.006,0,-0.211,-1,0.100,-0.002,0.000,-0.004,0.188,-0.001,0.278,0.000,-0.067,0.007,1.702,0.002,0.056
2010-08-23,-0.004,-0.007,-0.008,0,-0.220,1,0.100,-0.002,-0.167,-0.004,0.124,0.001,-0.363,0.001,0.046,0.002,-0.280,0.002,0.038
2010-08-24,-0.015,-0.019,-0.007,0,0.717,-1,0.100,-0.002,-0.167,-0.006,0.189,0.004,0.360,0.001,0.060,-0.002,0.445,0.001,-0.053
2010-08-25,0.004,-0.011,-0.005,0,-0.030,1,0.100,-0.004,0.167,-0.004,-0.154,-0.001,0.915,0.001,-0.108,0.002,-0.416,0.001,0.033
2010-08-26,-0.007,-0.003,-0.006,0.1,-0.176,-1,0.067,-0.006,0.000,-0.005,0.150,0.001,-0.558,0.001,0.054,-0.006,0.208,-0.000,-0.038
2010-08-27,0.015,0.009,0.004,0,0.215,1,0.017,-0.005,0.000,-0.000,-0.159,-0.005,0.603,-0.000,-0.081,0.002,0.278,0.000,0.051
2010-08-30,-0.015,0.001,-0.002,0.4,-0.387,1,0.083,-0.004,0.167,-0.004,0.116,0.004,-0.322,0.001,0.060,0.003,-0.567,0.001,0.021
2010-08-31,0.000,-0.015,0.000,0.2,0.638,1,0.117,-0.003,0.167,-0.003,0.000,0.002,0.108,0.001,0.063,-0.001,0.026,0.000,-0.021
2010-09-01,0.030,0.030,0.005,0.2,-0.062,1,0.150,-0.001,0.167,0.005,-0.159,-0.003,-0.011,0.000,-0.059,-0.008,0.927,-0.001,-0.042
2010-09-02,0.009,0.040,0.013,1,-0.392,-1,0.317,0.002,-0.167,0.006,-0.115,-0.002,0.162,-0.000,-0.072,-0.001,-0.464,-0.001,-0.023
2010-09-03,0.013,0.022,0.017,1,0.359,1,0.467,0.006,0.167,0.007,-0.177,-0.002,0.278,-0.001,-0.100,-0.005,0.598,-0.002,-0.038
2010-09-07,-0.011,0.002,0.004,1,-0.331,1,0.633,0.006,0.167,0.003,0.144,0.004,-0.076,0.000,0.102,0.011,-0.509,0.001,0.019
2010-09-08,0.007,-0.004,0.003,0.8,0.056,1,0.700,0.007,-0.167,0.004,-0.133,-0.003,-0.335,-0.000,-0.062,-0.003,0.258,-0.000,-0.024
2010-09-09,0.005,0.012,0.000,0.9,-0.019,1,0.817,0.007,-0.167,0.004,-0.150,-0.004,0.172,-0.001,-0.077,0.000,-0.140,-0.000,0.000
2010-09-10,0.005,0.010,0.006,1,-0.131,-1,0.950,0.007,-0.167,0.004,-0.153,-0.001,-0.288,-0.001,-0.059,0.001,-0.606,0.000,0.008
2010-09-13,0.011,0.016,0.007,1,0.397,1,0.950,0.006,0.000,0.006,-0.253,0.003,0.755,-0.000,0.111,-0.011,1.757,-0.002,-0.023
2010-09-14,-0.001,0.010,0.005,1,0.175,1,0.950,0.004,-0.167,0.004,0.398,0.001,-0.073,0.000,0.092,-0.008,0.304,-0.004,-0.030
2010-09-15,0.004,0.003,0.005,1,-0.196,1,0.950,0.004,-0.167,0.004,-0.229,-0.001,-0.309,-0.000,-0.058,0.004,-0.502,-0.002,0.016
2010-09-16,-0.000,0.004,0.001,1,0.186,1,0.983,0.004,0.167,0.003,0.352,-0.002,0.045,-0.001,-0.065,-0.003,2.838,-0.002,-0.059
2010-09-17,0.000,0.000,0.001,1,-0.021,-1,1.000,0.004,0.000,0.003,0.255,0.001,0.128,-0.000,0.078,0.003,-0.608,-0.001,0.025
2010-09-20,0.015,0.016,0.005,0.9,0.096,-1,0.983,0.004,0.000,0.005,-0.223,0.001,-0.078,0.000,0.067,-0.001,0.157,-0.001,-0.028
2010-09-21,-0.002,0.013,0.004,1,0.251,-1,0.983,0.004,0.000,0.004,0.358,0.004,0.132,0.001,0.071,-0.011,1.555,-0.003,-0.073
2010-09-22,-0.005,-0.007,0.003,0.9,-0.287,1,0.967,0.003,0.167,0.002,0.188,0.001,-0.138,0.001,0.057,-0.007,-0.088,-0.004,-0.072
